X1,X2,X3,X4,X5,X6,X7,X8,y_deterministic,y
0.025,0.436,0.978,0.238,0.772,-2.628,-0.347,-1.448,1.62,1.614
0.571,0.436,0.771,0.48,-0.507,-0.369,-0.872,1.443,1.949,1.922
0.876,0.78,0.918,0.607,0.314,0.208,-0.083,0.42,2.127,2.193
0.75,0.844,0.123,0.353,0.253,0.109,-1.807,-0.072,2.079,2.172
0.157,0.637,0.281,0.607,0.596,-1.052,-0.669,-2.15,0.167,0.177
0.258,0.29,0.935,0.566,-1.22,0.8,-0.196,1.046,1.602,1.652
0.069,0.514,0.853,0.08,0.725,-0.696,-1.648,0.938,3.085,3.222
0.635,0.806,0.771,0.607,-1.22,0.617,-0.515,-0.597,1.649,1.535
0.034,0.844,0.853,0.828,-0.765,0.617,-0.083,0.938,0.208,0.192
0.289,0.526,0.881,0.31,-0.804,0.208,-0.347,-0.469,1.882,1.855
0.235,0.314,0.608,0.641,-0.78,-1.24,1.232,-0.58,0.197,0.217
0.672,0.101,0.483,0.122,-0.765,-2.628,1.498,0.288,2.548,2.377
0.783,0.436,0.771,0.589,-0.254,0.208,1.684,-0.899,1.426,1.525
0.209,0.637,0.771,0.675,-0.507,0.723,0.663,1.443,0.522,0.545
0.905,0.775,0.387,0.238,0.401,0.174,-0.712,0.335,2.611,2.726
0.106,0.95,0.158,0.194,0.596,-2.628,-0.988,0.097,0.92,0.986
0.396,0.826,0.497,0.745,0.238,-0.177,0.315,-2.691,0.253,0.248
0.905,0.355,0.034,0.886,-0.224,-2.628,0.478,0.729,0.794,0.772
0.289,0.101,0.328,0.222,-0.18,-1.052,-0.471,0.886,1.868,1.798
0.332,0.976,0.771,0.941,-2.028,1.242,-1.486,2.027,0.233,0.236
0.583,0.79,0.129,0.514,1.66,-0.369,2.292,0.003,0.481,0.478
0.359,0.637,0.918,0.075,-1.22,-2.628,0.671,0.335,2.836,2.609
0.583,0.548,0.942,0.925,-0.18,-2.628,-0.347,0.217,1.145,1.096
0.808,0.866,0.03,0.182,1.66,0.398,0.523,-0.973,2.481,2.303
0.635,0.101,0.525,0.229,0.908,0.174,0.133,-0.628,2.765,2.593
0.952,0.866,0.568,0.306,-0.889,1.331,0.775,1.348,2.757,2.846
0.583,0.935,0.413,0.122,-0.11,0.398,-0.959,-0.748,2.713,2.948
0.905,0.637,0.252,0.182,0.002,-0.696,1.232,-1.748,2.203,2.262
0.016,0.806,0.415,0.778,-0.409,0.8,1.232,0.42,-0.653,-0.647
0.371,0.436,0.387,0.904,0.772,-0.696,-0.347,0.003,0.311,0.318
0.905,0.29,0.771,0.582,-1.508,1.331,0.42,0.003,2.622,2.612
0.129,0.101,0.409,0.31,0.596,-0.369,0.568,-0.033,1.052,1.056
0.876,0.826,0.328,0.554,0.981,-0.177,-0.921,-1.282,1.864,2.013
0.157,0.436,0.043,0.275,0.401,-2.628,0.478,2.027,0.517,0.491
0.712,0.826,0.883,0.301,0.076,-1.132,1.373,-1.068,1.865,1.832
0.332,0.314,0.509,0.734,0.596,-0.696,0.315,0.42,0.458,0.44
0.538,0.915,0.053,0.659,0.772,0.109,0.077,0.288,0.447,0.423
0.556,0.163,0.65,0.715,-0.507,1.751,0.133,-0.748,1.759,1.712
0.025,0.355,0.349,0.166,-0.889,0.398,-0.196,0.097,1.467,1.38
0.371,0.436,0.409,0.762,-0.823,0.8,-0.616,-0.305,0.811,0.802
0.069,0.614,0.979,0.851,-0.958,-0.177,0.426,0.988,0.318,0.306
0.069,0.069,0.534,0.325,0.259,-0.177,0.014,0.66,1.251,1.288
0.44,0.101,0.043,0.05,-1.22,0.398,-0.669,-0.748,3.734,3.743
0.069,0.355,0.074,0.968,-0.409,-4,1.112,-0.454,-1.164,-1.236
0.424,0,0.67,0.813,1.329,-0.177,1.232,0.777,1.32,1.423
0.209,0.101,0.826,0.206,0.058,1.751,-0.988,-2.15,2.482,2.346
0.974,0.29,0.949,0.641,0.772,0.109,0.023,0.499,2.613,2.424
0.661,0.806,0.544,0.325,0.596,1.143,1.878,0.813,2.349,2.156
0.518,0.637,0.875,0.026,-1.22,-0.369,1.325,0.217,4.152,3.874
0.492,0.526,0.771,0.139,-0.085,-2.628,1.067,0.42,2.17,2.042
0.106,0.314,0.67,0.622,0.076,0.617,-1.807,-0.394,1.226,1.3
0.58,0.101,0.544,0.731,-0.765,0.208,1.498,0.003,0.935,0.995
0.86,0.976,0.02,0.684,-0.958,0.8,0.919,1.443,0.868,0.868
0.235,0.637,0.918,0.662,0.002,-0.696,-0.347,0.097,0.929,0.857
0.258,0.163,0.949,0.229,-4,-0.369,0.133,0.217,2.371,2.512
0.876,0.806,0.275,0.844,0.314,-0.696,-1.039,-0.58,1.212,1.091
0.034,0.244,0.368,0.976,-1.22,0.208,-0.083,0.313,-0.226,-0.206
0.192,0.738,0.008,0.084,0.002,0.97,-1.19,-2.691,1.926,1.999
0.832,0.314,0.475,0.471,1.04,-2.628,0.339,-1.282,1.801,1.672
0.974,0.218,0.577,0.959,0.349,-0.749,1.325,0.335,1.238,1.178
0.383,0.826,0.617,0.108,-1.594,-0.177,0.568,-0.58,2.221,2.385
0.935,0.637,0.486,0.153,1.58,-0.696,1.325,-1.127,2.892,2.627
0.79,0.548,0.433,0.85,1.329,-0.369,1.747,-0.445,0.775,0.796
0.764,0.29,0.217,0.722,1.391,-0.369,-1.336,-0.092,1.89,2.036
0.583,0.78,0.327,0.502,-0.409,-0.177,-0.921,-1.282,1.25,1.161
0.332,0.738,0.544,0.291,0.076,-0.47,-0.347,-1.448,1.342,1.424
0.583,0.069,0.454,0.757,-2.028,-0.177,-0.988,-0.394,1.58,1.637
0.799,0.355,0.697,0.833,1.207,-1.132,0.4,1.856,1.558,1.525
0.223,0.844,0.889,0.726,0.981,-2.628,-0.515,-1.282,0.692,0.639
0.712,0.526,0.715,0.139,-0.224,0.398,0.093,-0.217,3.088,2.801
0.157,0.436,0.771,0.301,0.401,0.208,-1.19,-2.15,1.803,1.737
0.672,0.548,0.172,0.541,-0.765,-0.369,1.034,0.42,0.8,0.868
0.492,0.738,0.497,0.675,-0.409,-0.696,-0.778,-0.469,0.856,0.934
0.58,0.915,0.875,0.859,-0.958,0.208,-0.196,0.856,1.113,1.082
0.79,0.436,0.462,0.718,0.076,0.69,0.301,-0.246,1.393,1.27
0.635,0.637,0.739,0.657,-0.601,0.97,0.301,-0.778,1.597,1.607
0.95,0.637,0.11,0.006,0.401,0.398,-0.921,1.24,6.474,6.615
0.034,0.436,0.67,0.012,0.401,-1.154,-2.435,-0.072,4.867,4.706
0.025,0.607,0.226,0.139,0.349,-0.177,-0.712,-1.748,1.489,1.54
0.764,0.614,0.808,0.027,1.04,-0.177,-0.712,-1.068,5.296,5.126
0.868,0.738,0,0.514,0.596,-1.087,-1.336,0.003,1.706,1.615
0.538,0.425,0.433,0.08,-0.581,-0.437,-0.805,1.443,3.253,3.03
0.235,0.06,0.087,0.05,-0.889,-0.177,2.513,0.499,2.422,2.647
0.492,0.79,0.087,0.838,0.401,-2.628,0.919,-0.483,-0.332,-0.331
0.359,0.95,0.316,0.931,0.401,-0.369,0.133,-0.217,-0.216,-0.205
0.86,0.738,0.331,0.745,-0.224,-0.177,-4,0.856,2.319,2.32
0.661,0.637,0.832,0.33,-2.243,1.143,0.339,0.813,2.524,2.732
0.418,0.614,0.486,0.979,0.259,-0.177,-1.448,0.097,0.664,0.624
0.832,0.95,0.415,0.265,1.329,0.8,0.473,-0.305,2.347,2.389
0.289,0.866,0.433,0.742,0.238,0.398,-0.083,1.443,0.155,0.165
0.209,0.637,0.486,0.45,-0.409,1.056,0.919,-0.899,1.018,0.977
0.058,0.976,0.433,0.665,0.401,-2.628,-0.083,-1.172,-0.523,-0.52
0.85,0.866,0,0.675,0.58,0.8,-0.124,0.888,1.232,1.116
0,0.844,0.534,0.715,0.596,0.398,0.204,-1.831,-0.319,-0.311
0.411,0.314,0.316,0.06,-0.581,-0.177,-0.138,-0.628,3.137,2.895
0.27,0.436,0.663,0.872,-1.22,-2.628,0.42,0.217,0.027,0.028
0.129,0.272,0.226,0.622,0.136,-2.628,0.339,-0.072,-0.123,-0.122
0.952,0.95,0.544,0.866,0.259,0.398,-1.19,-0.036,1.622,1.499
0.672,0.79,0.072,0.863,-0.958,-0.177,1.288,1.178,0.102,0.102
0.635,0.314,0.483,0.767,-0.625,0.109,-0.196,-0.973,1.183,1.126
0.411,0.526,0.331,0.837,0.401,1.331,-0.616,-0.768,0.465,0.465
0.309,0.163,0.116,0.238,-2.028,-2.628,-2.435,0.278,2.085,2.263
0.371,0.355,0.281,0.39,0.58,-0.177,-0.669,-1.068,1.295,1.193
0.182,0.436,0,0.2,-0.409,0.617,-0.778,-0.628,1.641,1.752
0.85,0.163,0.65,0.668,-1.22,0.617,0.602,-0.899,1.936,1.953
0.635,0.101,0.11,0.49,0.349,-1.24,-1.486,0.088,1.904,1.919
0.905,0.637,0.942,0.197,0.725,-0.723,1.067,2.027,2.996,3.204
0.44,0.314,0.771,0.427,-0.409,-0.369,0.775,0.551,1.431,1.479
0,0.935,0.156,0.037,-0.823,-0.369,0.478,-0.217,2.161,2.133
0.901,0.041,0.771,0.566,-0.507,-0.696,1.034,0.42,2.248,2.281
0.571,0.069,0.364,0.513,-0.804,-0.177,0.919,1.443,1.301,1.216
0.905,0.738,0,0.855,0.596,0.617,0.523,0.572,0.938,1.029
0.235,0.915,0.116,0.42,-2.028,0.398,-0.347,-0.394,0.503,0.534
0.396,0.899,0.328,0.333,-0.18,1.242,0.133,1.856,1.266,1.168
0.192,0.915,0.568,0.496,0.259,0.8,-1.486,1.443,1.029,1.079
0.712,0.514,0.912,0.129,-0.889,-0.696,-1.648,0.813,3.9,4.008
0.146,0.314,0.979,0.973,-0.129,0.398,0.919,2.027,0.462,0.49
0.365,0.163,0.479,0.251,-0.18,0.208,0.614,1.257,1.722,1.679
0.371,0.866,0.172,0.885,0.314,-0.47,-1.448,-0.161,0.295,0.284
0.538,0.637,0.67,0.05,-0.641,1.331,-1.448,0.66,3.619,3.402
0.117,0.967,0.745,0.194,-0.224,0.97,-0.196,1.443,1.582,1.636
0.492,0.637,0.514,0.44,-0.18,-0.696,0.4,-1.068,1.008,1.075
0.289,0.637,0.143,0.822,-0.002,-0.177,1.878,-1.068,-0.627,-0.612
0.974,0.101,0.143,0.075,-0.765,0.398,-2.435,2.027,4.865,5.018
0.868,0.866,0.808,0.214,0.981,-0.177,0.478,0.097,2.907,2.685
0.635,0.738,0.187,0.126,-1.266,1.856,0.426,-1.068,2.875,2.709
0.157,0.935,0.605,0.514,-0.409,0.174,-1.448,0.777,0.808,0.863
0.518,0.355,0.76,0.609,-0.641,-0.369,-0.616,1.178,1.585,1.634
0.556,0.272,0.883,0.227,0.058,0.208,-0.471,-1.448,2.931,2.665
0.85,0.069,0.462,0.137,-1.508,-2.628,-0.921,0.217,3.524,3.214
0.712,0.163,0.483,0.361,0.259,0.97,0.671,-2.691,2.494,2.356
0.844,0.041,0.949,0.49,0.136,-0.177,1.112,0.888,2.623,2.456
0.264,0.009,0.525,0.301,0.58,-1.132,-2.435,-1.068,2.488,2.429
0.034,0.436,0.771,0.441,0.596,0.208,-0.471,2.027,0.978,1.064
0.276,0.355,0.331,0.074,0.401,0.398,0.204,-0.798,2.611,2.767
0.289,0.436,0.373,0.621,0.401,-0.852,-1.039,1.348,0.717,0.752
0.093,0.06,0.387,0.238,-0.765,-0.177,0.478,-0.597,1.352,1.27
0.901,0.101,0.379,0.96,0.002,0.97,0.983,1.443,1.923,2.047
0.258,0.436,0.585,0.499,0.772,-0.696,-1.336,0.712,1.186,1.113
0.672,0.637,0.697,0.929,-0.115,0.208,0.775,0.184,0.793,0.751
0.411,0.163,0.881,0.027,-0.18,1.331,1.747,-1.448,5.357,5.303
0.069,0.069,0.875,0.745,0.076,-2.628,-1.253,-0.217,1.037,0.941
0.776,0.826,0.979,0.668,1.391,-2.628,-0.712,-1.282,2.118,1.963
0.832,0,0.226,0.705,-0.11,-0.925,-0.872,0.729,2.108,1.968
0.309,0.436,0.116,0.904,1.391,1.331,-0.347,-1.748,0.5,0.523
0.309,0.866,0.989,0.317,-0.224,0.174,-2.435,0.888,2.516,2.728
0.139,0.101,0.057,0.869,-1.508,0.208,-0.778,-0.58,0.336,0.339
0.258,0.738,0.129,0.991,-2.243,0.8,1.373,0.003,-0.608,-0.607
0.44,0.244,0.808,0.896,0.908,1.143,0.204,-0.161,1.534,1.539
0.85,0.254,0.281,0.609,2.365,0.8,-0.108,0.813,2.308,2.213
0.58,0.436,0.976,0.495,-1.22,1.242,1.498,0.003,2.618,2.789
0.129,0.436,0.715,0.607,0.136,-1.132,-1.336,-1.282,0.876,0.948
0.635,0.514,0.979,0.381,-4,-2.628,-0.108,1.257,2.152,2.004
0.661,0.548,0.871,0.027,-1.22,-2.628,-0.364,-0.899,4.698,4.407
0.661,0.95,0.051,0.644,1.04,-0.696,0.566,0.572,0.66,0.695
0.157,0.562,0.929,0.093,0.596,-0.177,-0.712,0.572,2.971,2.945
0.868,0.355,0.385,0.06,0.772,-0.177,0.614,-0.58,3.77,4.075
0.635,0.29,0.183,0.356,-0.958,-0.177,-1.448,-0.748,2.119,2.101
0.069,0.548,0.226,0.622,-1.22,-0.177,-0.196,-1.448,-0.047,-0.047
0.896,0.009,0.424,0.644,0.401,1.856,1.373,0.097,2.828,2.705
0.842,0.244,0.497,0.363,0.596,0.398,0.133,-1.172,2.322,2.428
0.583,0.726,0.949,0.093,-0.409,1.143,0.023,-0.394,3.734,3.631
0.538,0.101,0.525,0.543,-0.002,-2.628,0.426,0.572,1.173,1.084
0.672,0.548,0.172,0.204,0.401,-0.696,0.478,0.212,1.91,1.905
0.583,0.101,0.226,0.435,-0.409,1.856,1.498,-0.58,2.315,2.323
0.034,0.355,0.074,0.245,-0.66,-1.132,1.878,-0.899,0.203,0.185
0.276,0.562,0.349,0.684,-0.224,0.208,-0.108,0.003,0.315,0.291
0.952,0.436,0.989,0.265,-0.581,-2.628,1.373,-1.831,2.729,2.74
0.332,0.009,0.67,0.373,-0.409,0.723,0.093,1.257,2.072,2.138
0.235,0.218,0.771,0.288,-0.224,1.856,-0.471,1.123,2.086,2.029
0.905,0.738,0.889,0.333,-0.958,-2.628,-1.19,-0.445,2.799,2.773
0.309,0.436,0.663,0.718,-0.765,-2.628,-0.616,1.046,0.603,0.646
0.102,0.254,0,0.654,0.136,-0.369,-0.347,-1.068,0.178,0.18
0.974,0.562,0.568,0.918,1.66,1.056,-0.805,-0.811,1.844,1.895
0.808,0.637,0.415,0.206,-0.224,-2.628,-1.048,0.003,2.499,2.405
0.901,0.425,0.424,0.833,1.04,-1.052,-0.872,-0.088,1.742,1.774
0.661,0.637,0.518,0.194,-2.028,0.617,-0.404,0.572,2.578,2.744
0.947,0.614,0.226,0.405,0.401,-1.24,-0.745,0.003,2.022,1.83
0.905,0.101,0.302,0.844,2.365,-2.628,1.684,-0.58,1.322,1.32
0.157,0.738,0.252,0.872,1.66,-0.696,1.373,0.217,-0.518,-0.477
0.842,0.436,0.663,0.982,-1.22,1.331,-0.471,-0.454,1.526,1.485
0.157,0.254,0.03,0.985,-0.224,-0.369,-0.921,0.217,0.042,0.041
0.75,0.976,0.226,0.801,0.136,0.208,1.373,-0.412,0.283,0.281
0.157,0.826,0.129,0.325,0.772,-2.628,-0.471,-0.229,0.4,0.38
0.157,0.614,0.808,0.607,1.66,-2.628,1.878,1.257,0.165,0.165
0.492,0.436,0.208,0.269,-0.055,0.398,-0.745,0.572,1.869,1.871
0.332,0.355,0.226,0.675,-0.625,0.174,0.301,-0.973,0.391,0.418
0.876,0.967,0.757,0.365,2.057,-2.628,1.373,-2.15,1.955,1.869
0.799,0.866,0.771,0.573,0.136,1.143,1.067,0.003,2.14,2.152
0.069,0.775,0.979,0.044,-1.508,-0.177,0.133,-1.282,3.28,3.052
0.905,0.425,0.226,0.607,1.66,0.208,0.523,-1.557,1.769,1.934
0.53,0.935,0.331,0.607,-0.601,-2.628,-0.805,1.123,0.602,0.593
0.309,0.009,0.663,0.996,-1.508,-2.628,-0.347,1.443,0.761,0.827
0.556,0.79,0.074,0.846,2.365,-0.177,-0.959,1.348,1.055,1.141
0.635,0.826,0.165,0.223,1.04,-1.24,-0.347,-2.15,1.982,1.915
0.868,0.425,0.087,0.06,1.04,-0.696,0.775,0.777,3.682,4.007
0.672,0.526,0.187,0.514,-1.508,-0.177,0.204,-0.748,1.139,1.156
0.359,0.355,0.67,0.566,0.401,0.69,-0.872,-0.394,1.486,1.627
0.905,0.844,0.409,0.514,2.057,-1.24,2.513,-1.068,1.123,1.197
0.583,0.244,0.697,0.393,-0.18,-0.749,0.133,-0.899,1.889,1.929
0.952,0.425,0.057,0.373,-1.22,0.398,1.325,-1.748,1.741,1.77
0.799,0.101,0.771,0.095,0.314,0.398,-0.872,-0.899,4.41,4.769
0.492,0.237,0.331,0.654,-0.507,-0.369,-2.435,-0.246,1.653,1.576
0.025,0.436,0.645,0.012,0.596,-0.177,-0.083,-1.584,4.209,4.576
0.235,0.314,0.715,0.622,1.66,-2.628,-0.108,-0.161,0.962,1.039
0.309,0.314,0.217,0.365,-0.581,-0.696,0.737,0.217,0.774,0.786
0.518,0.355,0,0.191,-0.78,-0.437,1.498,-1.068,1.524,1.553
0.034,0.844,0.281,0.134,0.772,-0.177,0.023,0.499,1.21,1.235
