X1,X2,X3,X4,X5,X6,X7,X8,y_deterministic,y
0.106,0.79,0.187,0.301,-0.765,0.398,0.426,-1.282,0.456,0.467
0.583,0.984,0.518,0.431,-2.028,0.208,-0.083,1.443,1.244,1.272
0.152,0.637,0.65,0.589,-1.508,-0.696,-1.336,0.097,0.765,0.734
0.75,0.254,0.629,0.772,-0.055,0.8,0.093,0.278,1.672,1.749
0.332,0.314,0.147,0.552,-0.409,-2.628,-0.083,-1.748,0.433,0.461
0.868,0.899,0.328,0.309,-0.254,-1.087,-0.471,-1.831,1.973,1.839
0.492,0.009,0.37,0.042,-0.409,0.398,0.614,-1.282,3.981,3.852
0.332,0.237,0.929,0.197,-0.409,-2.628,0.133,-0.973,2.314,2.109
0.952,0.436,0.154,0.197,-0.84,0.208,0.983,0.393,2.475,2.463
0.876,0.069,0.838,0.665,-0.958,0.398,-1.07,-1.557,2.829,2.571
0.223,0.254,0.31,0.794,-0.409,-2.628,-1.039,-0.58,0.284,0.27
0.905,0.254,0.67,0.227,-0.409,-2.628,-1.688,-1.068,3.346,3.163
0.157,0.355,0.116,0.755,-0.958,-2.628,-0.083,-1.448,-0.249,-0.264
0.102,0.314,0.525,0.471,-0.765,-0.369,0.614,1.123,0.437,0.452
0.635,0.101,0.771,0.833,-1.508,0.398,-1.19,1.856,2.03,1.869
0.383,0.562,0.415,0.356,0.136,-0.369,-0.547,0.097,1.292,1.319
0.952,0.866,0.853,0.398,-2.028,0.617,-0.745,0.335,2.824,3.005
0.44,0.605,0.629,0.343,1.58,-2.628,-0.196,0.097,1.614,1.709
0.034,0.526,0.585,0.599,0.076,0.208,0.314,-1.557,0.119,0.118
0.524,0.254,0.67,0.153,1.207,-1.052,1.747,-0.394,2.404,2.244
0.209,0,0.057,0.775,-0.409,-1.24,0.426,-1.172,0.392,0.408
0.571,0.436,0.544,0.204,-0.409,-0.369,1.498,0.003,1.796,1.726
0.952,0.101,0.979,0.514,-0.224,-0.696,-2.435,-0.58,3.729,3.773
0.424,0.272,0.008,0.763,0.076,0.723,0.919,-1.068,0.402,0.398
0.034,0.355,0.942,0.936,0.136,-0.696,0.339,-0.748,0.248,0.234
0.712,0.009,0.771,0.08,0.725,-0.369,0.426,0.499,4.174,4.566
0.157,0.425,0.949,0.985,1.329,-0.177,-0.083,-0.394,0.827,0.854
0.276,0.069,0.534,0.197,-1.508,-0.696,-1.688,0.097,2.595,2.542
0.424,0.101,0.324,0.427,-0.641,1.143,-2.435,-1.127,1.165,1.168
0.003,0.95,0.187,0.589,-0.409,-0.177,0.387,0.335,-0.54,-0.554
0.27,0.526,0.226,0.333,2.365,-1.052,1.498,-0.394,0.844,0.773
0.661,0.899,0.154,0.684,0.848,0.208,0.387,0.335,0.753,0.782
0.309,0.355,0.424,0.265,0.848,-0.696,-0.471,0.184,1.723,1.703
0.459,0.314,0.808,0.767,-0.889,0.208,-1.648,-0.291,1.722,1.752
0.157,0.272,0.281,0.187,0.349,0.398,-1.19,2.027,1.922,1.849
0.661,0.637,0.433,0.455,0.136,-0.437,0.133,0.885,1.316,1.419
0.876,0.009,0.331,0.465,-0.224,1.143,-0.083,-0.973,2.613,2.718
0.712,0.009,0.034,0.317,-1.508,-0.696,0.426,-0.291,2.174,2.06
0.235,0.726,0.691,0.514,1.66,0.208,0.426,0.729,0.952,0.905
0.44,0.101,0.475,0.285,0.772,1.331,-0.515,-0.748,2.142,2.323
0.635,0.726,0.949,0.634,0.848,-0.696,-0.083,-2.15,1.804,1.703
0.182,0.436,0.771,0.197,1.391,1.056,-1.336,-0.394,2.118,2.121
0.635,0.637,0.534,0.044,-0.18,-1.132,-1.486,-0.161,4.126,4.172
0.157,0.314,0.739,0.126,1.391,1.242,-0.083,0.572,2.855,2.909
0.762,0.866,0.509,0.48,0.215,-2.628,-1.19,-1.557,1.566,1.654
0.868,0.915,0.364,0.609,0.908,0.723,-0.083,1.443,1.629,1.773
0.672,0.637,0.875,0.929,-2.028,-0.852,-1.648,-2.691,1.693,1.793
0.129,0.29,0.544,0.918,0.259,0.69,1.063,1.123,-0.1,-0.097
0.359,0.738,0.935,0.333,-0.804,-0.369,-0.959,-1.748,2.03,2.172
0.219,0.726,0.949,0.269,-2.243,-0.177,-0.108,-1.068,1.782,1.891
0.157,0.06,0.561,0.373,-0.129,-0.177,-1.19,-0.161,1.687,1.834
0.492,0.314,0.424,0.333,1.391,0.617,-0.616,-1.557,2.216,2.138
0.106,0.526,0.771,0.265,-0.507,1.143,1.747,0.003,1.97,1.981
0.209,0.826,0.853,0.684,-0.958,-0.696,-0.108,-0.394,0.547,0.496
0.223,0.844,0.331,0.238,-0.507,0.69,-1.19,-0.748,1.535,1.653
0.058,0.355,0.364,0.016,-0.958,0.8,-1.07,0.097,4.258,4.605
0.896,0.614,0.364,0.965,0.772,-0.696,-0.083,0.856,0.997,0.926
0.44,0.355,0.973,0.846,-0.224,-0.437,-0.124,0.988,1.326,1.288
0.106,0.163,0.226,0.714,-0.66,-2.628,0.387,-0.291,-0.198,-0.181
0.309,0.069,0.585,0.174,0.772,0.398,-0.083,-0.768,2.464,2.452
0.492,0.79,0.585,0.514,-0.958,0.69,1.878,1.443,0.605,0.599
0.774,0.915,0.349,0.39,1.391,0.208,0.478,0.499,1.695,1.677
0.276,0.163,0.226,0.15,0.002,-0.369,0.671,0.888,1.815,1.656
0.016,0.355,0.462,0.069,-1.22,-0.437,0.523,0.813,2.12,2.171
0.492,0.041,0.65,0.003,-0.601,-0.369,-2.435,-1.557,7.634,7.889
0.289,0.163,0.832,0.732,-0.507,0.8,0.133,0.217,1.256,1.277
0.27,0.562,0.942,0.182,-1.22,-0.47,1.498,0.572,1.843,1.928
0.876,0.637,0.373,0.12,0.596,1.056,1.498,2.027,3.591,3.748
0.672,0.71,0.853,0.828,-0.823,-1.132,0.775,-0.316,0.97,0.974
0.808,0.436,0.316,0.206,-0.84,0.208,-0.616,0.988,2.718,2.926
0.901,0.163,0.409,0.684,-0.866,-2.628,0.426,1.795,1.42,1.377
0.396,0.218,0.208,0.627,0.981,-0.696,-0.374,0.003,1.014,0.936
0.235,0.314,0.67,0.499,-0.507,0.8,-0.083,1.257,1.205,1.153
0.459,0.984,0.771,0.47,-2.243,-2.628,0.023,-1.448,0.937,0.968
0.418,0.637,0.949,0.463,-0.409,0.398,-0.778,0.097,1.919,2.071
0.106,0.314,0.568,0.393,-0.507,0.8,2.247,-0.414,0.379,0.407
0.905,0.866,0.03,0.177,0.596,-2.628,-0.347,1.348,2.315,2.262
0.764,0.637,0.087,0.789,0.136,-2.628,0.387,-1.557,0.481,0.48
0.44,0.436,0.186,0.345,0.401,0.208,0.426,0.813,1.145,1.097
0.583,0.069,0.373,0.417,-0.409,1.331,1.373,0.335,2.37,2.198
0.157,0.355,0.76,0.651,-0.18,-0.696,0.671,-0.161,0.43,0.422
0.359,0.562,0.544,0.817,0.002,0.8,-1.039,-0.412,0.884,0.923
0.117,0.607,0.281,0.991,1.207,-0.369,0.133,1.443,-0.31,-0.33
0.635,0.436,0.433,0.947,-0.224,1.856,0.523,1.856,1.232,1.264
0.235,0.312,0.415,0.641,-0.581,0.208,-1.039,1.443,0.826,0.836
0.459,0.436,0.918,0.706,0.401,-3,1.747,1.443,0.555,0.554
0.025,0.254,0.053,0.763,-0.055,-0.696,-0.347,-0.086,-0.149,-0.164
0.635,0.436,0.901,0.976,1.04,0.208,0.339,-0.58,1.478,1.355
0.106,0.984,0.387,0.441,-0.507,1.331,-0.669,-0.263,0.306,0.308
0.366,0.101,0.008,0.153,0.401,-1.052,0.614,-1.282,1.946,2.001
0.764,0.436,0.103,0.952,-0.958,1.143,0.983,0.335,1.238,1.141
0.799,0.866,0.663,0.095,1.04,0.97,0.614,-2.15,3.866,4.149
0.571,0.95,0.415,0.869,-2.028,1.331,0.133,2.027,0.688,0.657
0.538,0.95,0.165,0.095,-0.224,0.398,2.292,-1.748,1.755,1.848
0.025,0.041,0.087,0.158,-1.22,-0.177,1.232,-1.748,1.311,1.295
0.764,0.069,0.875,0.321,-0.237,-1.132,-2.435,-0.798,3.667,3.6
0.79,0.79,0.918,0.752,0.349,0.8,-0.745,-0.305,2.084,2.252
0.332,0.163,0.989,0.194,0.981,-0.852,0.614,-0.628,2.755,2.878
0.332,0.009,0.771,0.684,-0.115,0.208,0.204,-1.068,1.452,1.429
0.025,0.806,0.568,0.008,-1.508,-1.24,0.023,-1.748,4.178,4.315
0.783,0.355,0.226,0.463,-0.099,0.723,-0.347,0.42,1.921,2.097
0.947,0.935,0.568,0.353,-0.78,-0.852,1.498,2.268,1.614,1.609
0.264,0.915,0.462,0.734,-0.055,1.056,0.775,0.551,0.421,0.432
0.901,0.314,0.749,0.644,-0.055,-1.24,-0.347,-0.748,2.088,1.911
0.015,0.614,0.544,0.602,-0.055,-2.628,2.513,-0.899,-0.97,-0.953
0.965,0.29,0.808,0.682,-0.262,-2.628,-1.039,0.42,2.332,2.182
0.583,0.738,0.02,0.514,0.725,-0.177,-1.461,1.046,1.308,1.228
0.635,0.436,0.838,0.566,-0.866,0.208,-0.138,-0.483,1.847,1.787
0.106,0.526,0.226,0.532,-2.028,-0.369,1.112,-0.033,-0.217,-0.223
0.905,0.272,0.187,0.099,0.245,1.751,1.878,-1.557,4.227,3.985
0.583,0.607,0.708,0.684,-0.409,-1.24,1.878,-1.282,0.494,0.47
0.935,0.79,0.479,0.027,-0.823,-0.369,-0.471,-0.072,4.784,4.814
0.952,0.866,0.203,0.363,1.599,0.723,0.339,-0.58,2.246,2.051
0.952,0.436,0.771,0.042,-0.409,-1.052,0.671,-0.072,4.561,4.239
0.492,0.806,0.889,0.147,-0.804,0.723,-0.669,1.046,3.069,3.133
0.366,0.775,0.424,0.33,0.136,0.617,-1.253,1.046,1.586,1.432
0.157,0.314,0.085,0.88,1.207,1.856,-0.471,0.003,0.384,0.397
0.783,0.984,0.37,0.016,1.599,-0.696,0.133,-1.068,4.936,4.47
0.062,0.041,0.387,0.684,-1.22,-0.177,-1.648,2.268,0.918,0.844
0.139,0.95,0.187,0.644,1.207,-2.628,1.498,0.097,-0.713,-0.767
0.192,0.607,0.186,0.134,0.058,-0.749,1.878,0.217,0.984,1.016
0.062,0.009,0.715,0.095,-0.998,1.331,-1.648,1.123,2.821,3.078
0.152,0.436,0.509,0.21,-0.581,0.8,-0.347,-0.748,1.706,1.752
0.712,0.436,0.462,0.573,0.308,0.69,0.315,1.443,1.47,1.505
0.704,0.844,0.331,0.654,0.848,1.242,-0.083,-0.161,1.32,1.325
0.672,0.637,0.123,0.33,0.596,0.723,0.775,-0.086,1.482,1.513
0.75,0.314,0.406,0.812,-0.409,1.242,1.067,0.217,1.663,1.577
0.492,0.614,0.385,0.947,-0.765,1.856,-1.448,-0.217,0.412,0.384
0.842,0.976,0.845,0.668,-0.765,-3,0.671,-1.282,1.184,1.171
0.424,0.101,0.281,0.325,-0.507,1.143,0.523,0.472,2.002,2.025
0.672,0.314,0.715,0.49,-3,-0.177,-0.124,-2.15,1.927,2.076
0.44,0.738,0.302,0.668,-0.507,1.056,0.775,2.027,0.816,0.783
0.396,0.101,0.875,0.455,-0.409,0.208,-1.336,-0.628,2.387,2.434
0.712,0.514,0.514,0.991,-1.266,-0.852,-0.347,-1.068,0.892,0.87
0.093,0.738,0.147,0.373,0.401,0.617,1.373,-0.748,0.032,0.034
0.456,0.548,0.808,0.844,0.136,0.109,-0.083,0.003,0.962,0.875
0.712,0.637,0.518,0.476,1.207,0.398,-0.404,0.729,1.931,2.095
0.952,0.009,0.67,0.312,-0.409,-0.177,0.614,-0.263,3.078,3.072
0.75,0.101,0.11,0.941,0.772,0.174,-0.616,-0.229,1.346,1.386
0.556,0.425,0.974,0.26,-2.028,0.398,0.133,0.335,2.671,2.742
0.974,0.738,0.754,0.158,1.04,-0.369,0.919,0.813,3.254,3.171
0.371,0.844,0.979,0.888,-0.409,-2.628,1.878,1.257,0.02,0.019
0.157,0.06,0.103,0.174,-0.78,-0.437,0.204,-0.483,1.7,1.82
0.635,0.984,0.715,0.828,0.725,-0.369,0.133,0.217,0.806,0.75
0.712,0.069,0.364,0.999,-0.055,-0.925,-0.347,2.268,1.199,1.11
0.44,0.826,0.979,0.333,-0.18,-0.437,0.523,-0.161,1.764,1.867
0.44,0.826,0.203,0.627,-0.409,0.208,0.566,0.66,0.265,0.249
0.332,0.355,0.715,0.996,-0.889,0.398,0.919,-0.748,0.298,0.277
0.672,0.866,0.074,0.014,1.329,1.242,-0.083,0.813,5.053,4.749
0.289,0.79,0.853,0.589,1.391,-1.052,1.498,-0.778,0.625,0.654
0.459,0.562,0.708,0.985,0.259,-0.437,-0.369,-0.748,0.683,0.708
0.276,0.314,0.883,0.577,-1.508,-2.628,0.775,0.335,0.786,0.711
0.844,0.826,0.07,0.044,-0.958,0.97,-0.392,0.003,3.905,4.265
0.712,0.244,0.074,0.223,-0.18,-1.24,1.067,1.046,1.884,1.948
0.003,0.826,0.486,0.074,0.076,0.617,1.747,-1.282,1.541,1.562
0.712,0.79,0.401,0.82,-0.601,-0.852,-2.435,-0.394,1.433,1.315
0.712,0.637,0.053,0.707,-0.055,1.856,0.983,-1.282,1.436,1.472
0.365,0.314,0.31,0.476,-0.641,-0.369,0.614,0.988,0.732,0.759
0.712,0.866,0.544,0.395,-0.409,-0.177,-0.778,0.097,1.826,1.83
0.556,0.548,0.67,0.471,-0.765,-1.24,-0.537,-2.691,1.528,1.468
0.974,0.244,0.497,0.807,1.66,-2.628,0.133,-0.036,1.799,1.775
0.289,0.314,0.074,0.99,-0.115,1.856,0.737,0.335,0.509,0.551
0.538,0.041,0.845,0.661,0.58,-0.369,-0.347,-1.557,1.989,2.13
0.952,0.844,0.969,0.016,-3,1.856,0.133,-0.768,6.313,5.9
0.383,0.562,0.281,0.536,0.596,-0.177,-1.448,-0.229,1.079,0.999
0.117,0.775,0.568,0.224,0.308,0.174,0.301,-0.229,1.081,1.18
0.371,0.436,0.226,0.348,0.076,-0.696,0.4,-2.691,0.944,0.919
0.069,0.069,0.226,0.027,-0.055,-0.177,0.671,-0.597,3.307,3.434
0.192,0.314,0.645,0.174,1.329,-2.628,0.133,-1.448,1.923,2.097
0.762,0.71,0.771,0.823,-2.028,0.617,1.747,0.097,0.956,0.91
0.672,0,0.471,0.158,0.136,-0.925,-0.515,0.003,3.373,3.257
0.034,0.163,0.172,0.541,0.076,-1.24,-0.805,-0.217,0.422,0.396
0.86,0.526,0.074,0.811,-0.18,-0.177,-0.872,-0.217,1.325,1.319
0.712,0.101,0.172,0.06,-0.409,1.056,-0.404,0.572,3.972,3.663
0.235,0.314,0.406,0.895,-0.224,1.331,-0.921,1.443,0.233,0.248
0.209,0.101,0.187,0.317,1.391,-1.087,-0.392,0.572,1.539,1.633
0.79,0.71,0.544,0.187,-1.22,0.208,0.737,1.795,2.391,2.596
0.44,0.355,0.349,0.429,-0.18,-0.925,0.4,0.938,0.973,0.948
0.844,0.009,0.226,0.49,0.259,-0.696,0.775,0.003,1.93,1.98
0.85,0.163,0.331,0.333,-0.507,-0.177,-0.778,1.257,2.592,2.594
0.79,0.06,0.165,0.147,1.391,-0.369,1.112,-0.291,3.071,2.938
0.093,0.935,0.493,0.253,0.136,-0.369,1.112,0.729,0.453,0.466
0.672,0.436,0.771,0.074,0.349,-0.177,0.023,-0.899,3.76,3.859
0.876,0.726,0.808,0.715,-0.889,0.69,0.775,-0.412,1.664,1.775
0.974,0.355,0.043,0.794,-1.508,0.398,-0.083,-0.394,1.503,1.464
0.901,0.984,0.226,0.872,-1.22,0.208,0.204,-0.161,0.822,0.887
0.359,0.163,0.273,0.191,0.259,0.208,-1.19,-0.628,2.367,2.419
0.571,0.355,0.771,0.665,1.66,0.208,-0.471,0.097,1.956,1.938
0.44,0.967,0.281,0.324,0.058,-1.087,-0.921,0.335,1.205,1.164
0.672,0.637,0.94,0.644,-1.22,-2.628,-0.108,-0.086,1.538,1.45
0.492,0.009,0.495,0.941,-0.11,-0.177,-1.19,-0.394,1.461,1.479
0.276,0.935,0.387,0.577,0.908,-0.369,0.339,0.66,0.287,0.307
0.661,0.637,0.486,0.333,0.002,-1.052,-0.805,0.42,1.898,1.811
0.003,0.866,0.226,0.353,0.259,-1.24,-0.138,0.988,0.084,0.091
0.069,0.272,0.053,0.345,-0.66,-1.087,-0.921,2.027,0.84,0.767
0.952,0.738,0.331,0.654,0.596,0.398,-0.108,-0.291,1.509,1.628
0.712,0.436,0.387,0.745,-0.958,-1.132,-0.083,-0.748,1.012,1.07
0.44,0.935,0.497,0.33,1.04,-0.177,0.204,-1.748,1.334,1.209
0.86,0.562,0.424,0.105,-0.823,0.208,-0.196,0.777,3.359,3.686
0.309,0.163,0.252,0.792,-0.581,0.208,1.498,-0.161,0.036,0.04
0.069,0.637,0.808,0.333,1.391,-0.369,-0.471,1.178,1.464,1.581
0.034,0.738,0.364,0.566,-2.028,0.174,0.093,0.572,-0.106,-0.116
0.844,0.637,0.373,0.887,-0.18,0.8,-0.196,-1.127,1.241,1.136
0.661,0.637,0.754,0.566,-0.507,-0.696,-0.471,0.313,1.635,1.769
