X1,X2,X3,X4,X5,X6,X7,X8,y_10pc_noise,y_50pc_noise
0.440358303,0.614349822,0.301691702,0.027052804,-0.179846399,0.616575972,-0.347475719,0.313235998,3.760436434,3.4815058
0.440358303,0.636833957,0.579571959,0.975616359,1.599052853,0.969634608,-1.189570448,0.003317239,0.714243091,0.482775515
0.951688035,0.436450991,0.807984779,0.38975436,0.222775789,-0.696439053,0.613764053,0.987836078,2.243423526,1.754745309
0.383322236,0.915440026,0.929225608,0.620536066,0.135627288,1.856138808,0.523082159,1.257230164,1.694387375,2.175674566
0.423971695,0.843863193,0.918478675,0.075045309,2.365283432,0.969634608,-2.435336761,0.003317239,3.356973117,3.870797015
0.128702588,0.790256189,0.97936086,0.92061046,0.724830725,-0.470060667,-0.514795557,-1.171561811,0.476642278,0.557787552
0.974438151,0.355220713,0.852663494,0.543202199,-0.409227935,0.690352069,0.613764053,-0.016898746,2.64813622,3.366777889
0.583328123,0.843863193,0.911937219,0.151624898,0.40069528,-0.722600029,0.73701579,1.44326666,2.533882291,3.277513358
0.410790625,0.101214771,0.207827575,0.1338797,-1.593875748,-0.696439053,0.204247194,-1.748388031,2.510483623,1.654718641
0.06875598,0.737855958,0.217283738,0.88775951,0.258504462,-0.696439053,-0.347475719,0.987836078,-0.520128296,-0.604583446
0.807722601,0.843863193,0.534246056,0.771757225,-0.625290891,-0.852188175,0.523082159,0.096856959,0.821280972,0.901118439
0.23549363,0.289866183,0.42430956,0.69290049,-1.220152775,0.799507138,-0.347475719,0.856454272,0.738959107,0.997851335
0.440358303,0.709948248,0.929225608,0.440544069,-0.641487013,-0.176514614,1.747059353,0.659982159,1.011967526,1.132186294
0.365330606,0.009072537,0.852663494,0.445040685,1.20734705,-0.696439053,-0.47101855,-0.394224431,2.338771103,2.939113918
0.661374403,0.312488923,0.568459243,0.828142889,0.135627288,-2.628107423,0.093298644,-0.627940303,0.961031517,0.877673179
0.555749247,0.101214771,0.585326608,0.229184583,-0.409227935,0.207913212,-1.252562413,0.335066748,2.727563171,3.658064542
0.395821801,0.636833957,0.052818346,0.041874382,0.34882759,1.856138808,-0.804701842,1.347670135,3.592930553,3.48656454
0.383322236,0.934577568,0.825980613,0.272554661,-0.80394103,0.207913212,0.918648428,-0.161203722,1.325899503,1.278232416
0.789614448,0.313863166,0.385228856,0.09340017,-1.220152775,0.723197445,-0.369091072,-1.171561811,3.423224018,5.069125976
0.530133383,0.272111563,0.66307348,0.060004428,1.390900288,0.207913212,-0.347475719,1.122921633,4.132691856,3.558418675
0.06875598,0.313863166,0.145149768,0.434954194,-2.028050696,0.397903666,-0.123708458,0.777474524,0.531524419,0.255417992
0.116701894,0.89882353,0.275475527,0.272554661,1.040350648,-0.852188175,0.663103705,-0.444678432,0.588317551,0.809854254
0.371377756,0.790256189,0.585326608,0.928690149,-0.641487013,-2.628107423,-0.137955828,1.44326666,-0.007072441,-0.007066754
0.275933721,0.218023032,0.165248467,0.824664851,-0.409227935,-0.36946136,-0.196049209,0.287770999,0.267617257,0.288500575
0.192488281,0.562060435,0.165248467,0.946915977,-2.028050696,-1.051588484,-0.712487962,0.987836078,-0.207093164,-0.295357854
0.635009794,0.722409704,0.852663494,0.143146731,-3,-0.696439053,0.093298644,0.728860726,2.893010243,2.63889726
0.30893518,0.780197513,0.330925521,0.89984071,1.390900288,-0.696439053,-2.435336761,0.937905292,0.909746749,1.219014971
0.033983687,0.526375303,0.453930897,0.105384051,0.40069528,-0.36946136,0.613764053,0.472295177,1.522786774,1.442928128
0.934594216,0.843863193,0.616914478,0.609080272,0.076139686,1.330782865,0.204247194,0.217482508,1.946796369,2.689914749
0.484357843,0.915440026,0.415199581,0.869216367,0.595721598,1.856138808,0.204247194,-1.748388031,0.66911302,0.672584714
0.484357843,0.101214771,0.172345595,0.138905987,-0.179846399,-0.36946136,-0.712487962,-0.03258375,2.851145062,2.266374023
0.332236961,0.614349822,0.000192795,0.274811764,-0.625290891,1.856138808,-0.47101855,-0.973425692,1.432737062,1.077801236
0.275933721,0.436450991,0.518279181,0.050040825,0.40069528,1.330782865,0.982921495,-1.556878395,3.680480604,1.987682103
0.934594216,0.068991391,0.0466085,0.62726551,0.076139686,-0.176514614,0.918648428,0.937905292,1.777985903,2.126584599
0.033983687,0.009072537,0.608484132,0.731201716,-0.660425753,0.723197445,-1.039041776,0.003317239,1.09675812,1.256702783
0.192488281,0.355220713,0.330925521,0.107782467,-0.055147134,-0.176514614,0.613764053,-0.086394208,1.865825494,1.888219865
0.289346403,0.355220713,0.172345595,0.38217832,-0.764935884,1.143245137,0.132674713,-2.690622097,1.267630906,0.845780517
0.763735898,0.313863166,0.252157745,0.738022371,-1.220152775,0.108671782,-0.47101855,1.239709609,1.410254036,0.959826528
0.711711725,0.068991391,0.165248467,0.060004428,0.40069528,1.330782865,1.067413019,-0.899067757,4.581713968,3.360578864
0.583328123,0.562060435,0.000192795,0.606693104,-3,1.056341057,-0.546656646,1.122921633,0.951939293,1.06945935
0.156882504,0.313863166,0.386643315,0.420332155,0.980961509,0.207913212,0.918648428,-0.627940303,0.755106254,0.947021225
0.332236961,0.514335464,0.186761469,0.143262619,0.595721598,0.969634608,-2.435336761,0.888351062,1.716289971,2.101534723
0.467808659,0.526375303,0.301691702,0.115297578,0.40069528,0.174160814,-1.648344092,0.472295177,2.825094785,2.835155422
0.711711725,0.253544274,0.281406444,0.359414249,-0.600684104,-0.176514614,0.204247194,0.003317239,1.677937239,0.99853698
0.002933095,0.737855958,0.052818346,0.016032462,-0.865859025,1.330782865,0.478293469,0.987836078,3.749542399,2.634109011
0.258100744,0.101214771,0.225830776,0.946915977,1.040350648,-0.696439053,-0.744930491,-0.580319046,0.617102236,0.33122744
0.301811488,0.009072537,0.711702345,0.895777091,-3,0.397903666,0.204247194,-0.246134652,1.024707596,0.536960986
0.52413454,0.562060435,0.052818346,0.269095667,0.40069528,-0.722600029,0.774808235,1.347670135,1.255982175,1.049989701
0.332236961,0.945501224,0.888988048,0.027052804,-2.028050696,1.330782865,0.73701579,1.44326666,4.233768953,2.774420805
0.146458767,0.790256189,0.462341565,0.050040825,0.258504462,-2.628107423,1.112005453,-0.797992178,1.801703132,1.086993092
0.359132807,0.253544274,0.585326608,0.696086464,-0.084648355,1.056341057,-0.364261368,1.177583388,0.989225115,0.585142417
0.583328123,0.709948248,0.281406444,0.272554661,-0.600684104,0.207913212,0.478293469,-0.444678432,1.583667185,0.788027845
0.223249484,0.514335464,0.770917493,0.37294034,-0.889015814,-0.696439053,0.918648428,0.813150907,0.922479209,0.744549703
0.750460442,0.101214771,0.019958296,0.879651611,-1.220152775,0.174160814,-0.514795557,-1.127495881,1.309341393,1.918493046
0.776200454,0.606580032,0.918478675,0.360775768,-0.506970203,-2.628107423,-3,-0.394224431,2.877735092,2.062159811
0.711711725,0.436450991,0.301691702,0.027052804,-1.50768664,0.969634608,0.400384403,-1.171561811,4.760907155,5.895525581
0.30893518,0.289866183,0.58156161,0.556780989,1.308521637,0.397903666,-1.648344092,0.49923238,1.59684398,1.799575661
0.492287423,0.774650754,0.941700657,0.539145896,-1.593875748,-0.36946136,-0.347475719,1.046152034,1.739762194,1.913584566
0.789614448,0.790256189,0.052818346,0.423456939,-0.581254847,-0.36946136,0.918648428,0.884555287,1.076172245,1.062876614
0.905085982,0.436450991,0.670469864,0.075045309,0.40069528,1.330782865,-1.189570448,0.419541849,3.748745513,3.23681208
0.301811488,0.436450991,0.969334344,0.284843561,-0.055147134,1.143245137,1.372842206,-0.444678432,2.755345271,1.419640734
0.138954714,0.009072537,0.852663494,0.437863353,0.34882759,1.143245137,-0.712487962,-0.747734728,1.822067587,1.328375127
0.782657544,0.101214771,0.172345595,0.996478059,0.135627288,-0.852188175,-0.712487962,-0.899067757,1.30615053,1.115758082
0.418226802,0.526375303,0.69723298,0.150330098,-0.840451602,1.750772597,0.774808235,1.046152034,3.015248358,1.978883332
0.275933721,0.636833957,0.172345595,0.928690149,0.40069528,-2.628107423,-0.668711265,1.257230164,-0.225863037,-0.241266704
0.671700409,0.805576284,0.462341565,0.581673371,1.040350648,-0.36946136,-0.347475719,0.572232794,1.313105249,1.722843669
0.763735898,0.436450991,0.670469864,0.092303114,-1.50768664,-0.925339139,1.112005453,-0.262555965,3.359808038,2.101969549
0.223249484,0.843863193,0.249037697,0.776633032,-1.220152775,-1.239835595,-2.435336761,-0.072408731,0.386985107,0.244337365
0.555749247,0.636833957,0.349021934,0.461952011,-0.179846399,1.330782865,0.902670579,-0.580319046,1.689297086,1.56433564
0.711711725,0.562060435,0.074240262,0.316860415,0.34882759,-0.36946136,0.419975898,0.572232794,1.478302558,1.441660832
0.306994835,0.355220713,0.852663494,0.513663857,-1.266032142,-0.176514614,-2.435336761,-1.127495881,1.877125472,1.656522912
0.455939938,0.805576284,0.494646015,0.129448663,-0.764935884,-2.628107423,1.297494262,0.003317239,1.644505924,1.511005708
0.30893518,0.599651532,0.770917493,0.62726551,-0.506970203,-0.722600029,0.73701579,-0.797992178,0.512159709,0.522060715
0.807722601,0.436450991,0.05733535,0.200235951,-0.865859025,-0.36946136,-1.648344092,0.728860726,3.154125899,3.618677626
0.366177047,0.547819412,0.608484132,0.581673371,0.595721598,-1.087140123,0.523082159,-1.748388031,0.632002062,0.789751922
0.492287423,0.162887765,0.670469864,0.405072346,-0.115046272,-2.628107423,-1.807226567,-1.830714261,2.197756647,1.81160861
0.033983687,0.253544274,0.69723298,0.409068252,-1.50768664,-0.176514614,0.277198486,0.987836078,0.786622891,1.115530841
0.831173289,0.737855958,0.482819495,0.112446574,-0.80394103,0.207913212,0.774808235,-0.627940303,2.729182402,4.023895825
0.8764732,0.915440026,0.616914478,0.423456939,-1.50768664,-0.852188175,0.204247194,-0.394224431,1.799121406,1.567227234
0.974438151,0.934577568,0.732791719,0.755213392,0.002020622,0.616575972,1.232017878,-0.482640088,1.514386676,1.636599594
0.106469104,0.790256189,0.186761469,0.300737804,-0.764935884,0.397903666,0.426455483,-1.281591042,0.486510803,0.568995661
0.583328123,0.984408139,0.518279181,0.430574005,-2.028050696,0.207913212,-0.083312351,1.44326666,1.346466268,1.749983644
0.151980385,0.636833957,0.649908512,0.589494077,-1.50768664,-0.696439053,-1.335868971,0.096856959,0.749055013,0.639046535
0.750460442,0.253544274,0.629414679,0.771757225,-0.055147134,0.799507138,0.093298644,0.277555724,1.564425547,1.780732447
0.332236961,0.313863166,0.146628271,0.551884999,-0.409227935,-2.628107423,-0.083312351,-1.748388031,0.419274264,0.629173721
0.868376162,0.89882353,0.328127121,0.309176939,-0.25431742,-1.087140123,-0.47101855,-1.830714261,2.051716531,1.04239738
0.492287423,0.009072537,0.369876342,0.041874382,-0.409227935,0.397903666,0.613764053,-1.281591042,3.585311378,4.592337415
0.332236961,0.236681313,0.929225608,0.196883067,-0.409227935,-2.628107423,0.132674713,-0.973425692,2.144427199,2.881333063
0.951688035,0.436450991,0.154475887,0.196883067,-0.840451602,0.207913212,0.982921495,0.39313342,2.68430325,1.667092876
0.8764732,0.068991391,0.837696606,0.665354754,-0.95765958,0.397903666,-1.069898447,-1.556878395,2.860382732,2.562768534
0.223249484,0.253544274,0.309640514,0.794495822,-0.409227935,-2.628107423,-1.039041776,-0.580319046,0.262676323,0.253356623
0.905085982,0.253544274,0.670469864,0.227181534,-0.409227935,-2.628107423,-1.687914079,-1.068412706,3.089191121,2.810644595
0.156882504,0.355220713,0.116438174,0.755213392,-0.95765958,-2.628107423,-0.083312351,-1.447969652,-0.226547626,-0.253868941
0.102453746,0.313863166,0.525247969,0.471027097,-0.764935884,-0.36946136,0.613764053,1.122921633,0.397729419,0.329047975
0.635009794,0.101214771,0.770917493,0.83333916,-1.50768664,0.397903666,-1.189570448,1.855992884,2.160359515,2.791200523
0.383322236,0.562060435,0.415199581,0.355986696,0.135627288,-0.36946136,-0.546656646,0.096856959,1.20352841,0.927516128
0.951688035,0.866296673,0.852663494,0.398354747,-2.028050696,0.616575972,-0.744930491,0.335066748,2.795343004,3.932375852
0.440358303,0.604530726,0.629414679,0.343357356,1.579978042,-2.628107423,-0.196049209,0.096856959,1.586823066,1.974073155
0.033983687,0.526375303,0.585326608,0.599327355,0.076139686,0.207913212,0.313710766,-1.556878395,0.112447483,0.072339018
0.52413454,0.253544274,0.670469864,0.153216811,1.20734705,-1.051588484,1.747059353,-0.394224431,2.575469985,3.406003139
0.208840229,0,0.05733535,0.775188178,-0.409227935,-1.239835595,0.426455483,-1.171561811,0.428011365,0.298192616
0.57102065,0.436450991,0.543714944,0.203668847,-0.409227935,-0.36946136,1.498081651,0.003317239,1.711916949,2.658114795
0.951688035,0.101214771,0.97936086,0.513663857,-0.223804619,-0.696439053,-2.435336761,-0.580319046,3.870503845,5.424683213
0.423971695,0.272111563,0.008311119,0.763025593,0.076139686,0.723197445,0.918648428,-1.068412706,0.400176295,0.49544932
0.033983687,0.355220713,0.941700657,0.936066102,0.135627288,-0.696439053,0.339113485,-0.747734728,0.249074593,0.346901998
0.711711725,0.009072537,0.770917493,0.080174422,0.724830725,-0.36946136,0.426455483,0.49923238,3.887796761,3.693482619
0.156882504,0.425024037,0.948939027,0.984789892,1.329488384,-0.176514614,-0.083312351,-0.394224431,0.836199829,0.54703473
0.275933721,0.068991391,0.534246056,0.196883067,-1.50768664,-0.696439053,-1.687914079,0.096856959,2.698092052,2.127933107
0.423971695,0.101214771,0.32417195,0.4265479,-0.641487013,1.143245137,-2.435336761,-1.127495881,1.10827526,1.495790954
0.002933095,0.950063895,0.186761469,0.589494077,-0.409227935,-0.176514614,0.387476195,0.335066748,-0.572776687,-0.42284698
0.270440467,0.526375303,0.225830776,0.333095444,2.365283432,-1.051588484,1.498081651,-0.394224431,0.796690037,0.635499573
0.661374403,0.89882353,0.154475887,0.68439826,0.847758545,0.207913212,0.387476195,0.335066748,0.677589226,0.922585847
0.30893518,0.355220713,0.42430956,0.265412261,0.847758545,-0.696439053,-0.47101855,0.18387462,1.892453479,1.355379904
0.458615173,0.313863166,0.807984779,0.766967672,-0.889015814,0.207913212,-1.648344092,-0.291264761,1.638887259,1.921952408
0.156882504,0.272111563,0.281406444,0.186781344,0.34882759,0.397903666,-1.189570448,2.02718868,1.790703172,1.973617347
0.661374403,0.636833957,0.433127512,0.455395945,0.135627288,-0.437027716,0.132674713,0.884555287,1.211354673,1.841524509
0.8764732,0.009072537,0.330925521,0.465337017,-0.223804619,1.143245137,-0.083312351,-0.973425692,2.809559402,1.658058861
0.711711725,0.009072537,0.034357918,0.316860415,-1.50768664,-0.696439053,0.426455483,-0.291264761,2.107527136,2.092011007
0.23549363,0.725954175,0.69089749,0.513663857,1.660062963,0.207913212,0.426455483,0.728860726,1.039531173,0.622488915
0.440358303,0.101214771,0.475366286,0.284843561,0.771587695,1.330782865,-0.514795557,-0.747734728,2.289091662,2.438966553
0.635009794,0.725954175,0.948939027,0.633893265,0.847758545,-0.696439053,-0.083312351,-2.149769658,1.810144776,1.833407161
0.182170098,0.436450991,0.770917493,0.196883067,1.390900288,1.056341057,-1.335868971,-0.394224431,2.090764954,2.459750879
0.635009794,0.636833957,0.534246056,0.043654254,-0.179846399,-1.132285825,-1.485735429,-0.161203722,4.492893865,4.11784486
0.156882504,0.313863166,0.739307887,0.126418785,1.390900288,1.24187144,-0.083312351,0.572232794,2.967009599,2.502203203
0.762157957,0.866296673,0.508644601,0.479899711,0.215252933,-2.628107423,-1.189570448,-1.556878395,1.636953723,2.001027804
0.868376162,0.915440026,0.363609352,0.609080272,0.908093947,0.723197445,-0.083312351,1.44326666,1.772002955,2.242662779
0.671700409,0.636833957,0.87454001,0.928690149,-2.028050696,-0.852188175,-1.648344092,-2.690622097,1.637547567,1.281692964
0.128702588,0.289866183,0.543714944,0.917834494,0.258504462,0.690352069,1.062780744,1.122921633,-0.092673993,-0.087196106
0.359132807,0.737855958,0.935341186,0.333095444,-0.80394103,-0.36946136,-0.959083846,-1.748388031,2.080303998,2.697552802
0.219353096,0.725954175,0.948939027,0.269095667,-2.243337008,-0.176514614,-0.107935707,-1.068412706,1.956529952,2.312129699
0.156882504,0.059663333,0.561356909,0.37294034,-0.129405473,-0.176514614,-1.189570448,-0.161203722,1.729245411,2.508327338
0.492287423,0.313863166,0.42430956,0.333095444,1.390900288,0.616575972,-0.616359295,-1.556878395,2.230925838,2.711775556
0.106469104,0.526375303,0.770917493,0.265412261,-0.506970203,1.143245137,1.747059353,0.003317239,1.97249055,2.672713307
0.208840229,0.825631212,0.852663494,0.68439826,-0.95765958,-0.696439053,-0.107935707,-0.394224431,0.539382803,0.661012412
0.223249484,0.843863193,0.330925521,0.237869747,-0.506970203,0.690352069,-1.189570448,-0.747734728,1.391351038,2.125733314
0.058045453,0.355220713,0.363609352,0.016032462,-0.95765958,0.799507138,-1.069898447,0.096856959,3.987196288,6.320815484
0.895863203,0.614349822,0.363609352,0.96473294,0.771587695,-0.696439053,-0.083312351,0.856454272,0.928594887,0.857334149
0.440358303,0.355220713,0.972515946,0.845540689,-0.223804619,-0.437027716,-0.123708458,0.987836078,1.34773637,1.081496161
0.106469104,0.162887765,0.225830776,0.71384558,-0.660425753,-2.628107423,0.387476195,-0.291264761,-0.190177717,-0.188512007
0.30893518,0.068991391,0.584929548,0.17409675,0.771587695,0.397903666,-0.083312351,-0.767580193,2.388840582,2.342206062
0.492287423,0.790256189,0.585326608,0.513663857,-0.95765958,0.690352069,1.877782787,1.44326666,0.649339554,0.807186228
0.774223962,0.915440026,0.349021934,0.38975436,1.390900288,0.207913212,0.478293469,0.49923238,1.608449693,1.760744966
0.275933721,0.162887765,0.225830776,0.150330098,0.002020622,-0.36946136,0.67108156,0.888351062,1.750225407,2.391266107
0.01637083,0.355220713,0.462341565,0.06905405,-1.220152775,-0.437027716,0.523082159,0.813150907,1.930239573,2.700098979
0.492287423,0.040840748,0.649908512,0.003,-0.600684104,-0.36946136,-2.435336761,-1.556878395,7.53938493,8.842749573
0.289346403,0.162887765,0.832182247,0.732396884,-0.506970203,0.799507138,0.132674713,0.217482508,1.150769904,1.856034926
0.270440467,0.562060435,0.941700657,0.18230608,-1.220152775,-0.470060667,1.498081651,0.572232794,1.976040236,2.763490858
0.8764732,0.636833957,0.372907216,0.120356901,0.595721598,1.056341057,1.498081651,2.02718868,3.857426805,2.304805773
0.671700409,0.709948248,0.852663494,0.828142889,-0.822567665,-1.132285825,0.774808235,-0.315523538,1.059689447,1.339360999
0.807722601,0.436450991,0.316240005,0.206186669,-0.840451602,0.207913212,-0.616359295,0.987836078,2.879171182,3.749319169
0.901216015,0.162887765,0.40939555,0.68439826,-0.865859025,-2.628107423,0.426455483,1.795461827,1.364606872,1.340391934
0.395821801,0.218023032,0.207827575,0.62726551,0.980961509,-0.696439053,-0.374151216,0.003317239,1.047242542,0.794876944
0.23549363,0.313863166,0.670469864,0.49899685,-0.506970203,0.799507138,-0.083312351,1.257230164,1.280343184,1.326802858
0.458615173,0.984408139,0.770917493,0.469573128,-2.243337008,-2.628107423,0.023309063,-1.447969652,0.933713915,1.152847402
0.418226802,0.636833957,0.948939027,0.463317188,-0.409227935,0.397903666,-0.77758764,0.096856959,1.917661088,1.775320676
0.106469104,0.313863166,0.568459243,0.393334116,-0.506970203,0.799507138,2.247338974,-0.413854233,0.374232257,0.309557826
0.905085982,0.866296673,0.029514374,0.17749744,0.595721598,-2.628107423,-0.347475719,1.347670135,2.431747511,2.623776869
0.763735898,0.636833957,0.087329164,0.788532808,0.135627288,-2.628107423,0.387476195,-1.556878395,0.453549474,0.274348952
0.440358303,0.436450991,0.185510216,0.345013784,0.40069528,0.207913212,0.426455483,0.813150907,1.054232041,1.425524673
0.583328123,0.068991391,0.372907216,0.417370541,-0.409227935,1.330782865,1.372842206,0.335066748,2.545166036,3.245236369
0.156882504,0.355220713,0.760379793,0.651453278,-0.179846399,-0.696439053,0.67108156,-0.161203722,0.433168071,0.623245336
0.359132807,0.562060435,0.543714944,0.816979103,0.002020622,0.799507138,-1.039041776,-0.412368165,0.813483005,1.049964223
0.116701894,0.606580032,0.281406444,0.991184975,1.20734705,-0.36946136,0.132674713,1.44326666,-0.306540692,-0.252286474
0.635009794,0.436450991,0.433127512,0.946915977,-0.223804619,1.856138808,0.523082159,1.855992884,1.216869645,1.791450413
0.23549363,0.312488923,0.415199581,0.641199603,-0.581254847,0.207913212,-1.039041776,1.44326666,0.827994355,0.552886773
0.458615173,0.436450991,0.918478675,0.706147022,0.40069528,-3,1.747059353,1.44326666,0.512714328,0.371586984
0.02513436,0.253544274,0.052818346,0.763025593,-0.055147134,-0.696439053,-0.347475719,-0.086394208,-0.146125885,-0.192293105
0.635009794,0.436450991,0.901148682,0.975616359,1.040350648,0.207913212,0.339113485,-0.580319046,1.591537454,1.931507243
0.106469104,0.984408139,0.386643315,0.440544069,-0.506970203,1.330782865,-0.668711265,-0.262555965,0.286052532,0.162677912
0.366177047,0.101214771,0.008311119,0.153216811,0.40069528,-1.051588484,0.613764053,-1.281591042,1.932584352,2.244740379
0.763735898,0.436450991,0.103128179,0.95165146,-0.95765958,1.143245137,0.982921495,0.335066748,1.243180335,1.140729557
0.798707127,0.866296673,0.66307348,0.094922022,1.040350648,0.969634608,0.613764053,-2.149769658,3.726909878,2.885339151
0.57102065,0.950063895,0.415199581,0.868698328,-2.028050696,1.330782865,0.132674713,2.02718868,0.679460172,0.568687083
0.538271155,0.950063895,0.165248467,0.094922022,-0.223804619,0.397903666,2.291645894,-1.748388031,1.780226405,2.17214816
0.02513436,0.040840748,0.087329164,0.15781829,-1.220152775,-0.176514614,1.232017878,-1.748388031,1.428639228,1.535993422
0.763735898,0.068991391,0.87454001,0.321437326,-0.236934712,-1.132285825,-2.435336761,-0.797992178,3.622531943,2.443611595
0.789614448,0.790256189,0.918478675,0.752093873,0.34882759,0.799507138,-0.744930491,-0.305093334,2.240716583,1.635200008
0.332236961,0.162887765,0.988769726,0.194154861,0.980961509,-0.852188175,0.613764053,-0.627940303,2.849841991,3.329607647
