X1,X2,X3,X4,X5,X6,X7,X8,y_deterministic,y
0.106,0.254,0.302,0.462,0.401,1.856,-1.07,0.217,0.714,0.986
0.79,0.915,0.845,0.767,-0.765,-0.177,-0.778,2.268,1.699,0.979
0.307,0.526,0.67,0.734,2.057,0.398,-1.039,-0.899,1.364,1.231
0.182,0.826,0.281,0.604,0.401,-0.177,1.878,-0.217,-0.569,-0.377
0.712,0.009,0.226,0.285,1.04,-1.132,0.023,1.257,2.616,2.651
0.27,0.009,0.871,0.866,-1.22,0.109,0.614,-2.15,1.134,0.575
0.44,0.78,0.252,0.859,0.245,0.723,0.775,-0.246,0.06,0.03
0.424,0.614,0.67,0.21,-0.66,0.398,0.204,-1.127,1.991,1.152
0.371,0.78,0.172,0.833,-0.866,-0.925,0.314,-0.58,-0.171,-0.227
0.405,0.806,0.853,0.499,0.596,-2.628,0.315,-0.58,0.917,0.544
0.672,0.163,0.349,0.665,-0.889,0.617,0.983,1.24,1.197,0.681
0.583,0.984,0.129,0.89,-0.507,-0.696,-1.688,-0.58,0.656,0.926
0.524,0.915,0.608,0.865,0.002,0.617,0.339,1.123,0.55,0.694
0.332,0.218,0.074,0.414,0.401,1.056,1.067,0.184,1.461,1.13
0.302,0.637,0.424,0.742,1.04,0.208,0.775,-1.557,0.235,0.324
0.583,0.738,0.486,0.715,0.349,1.331,-0.537,-0.091,0.951,0.802
0.383,0.637,0,0.278,0.772,0.97,0.919,0.499,1.568,1.783
0.062,0.738,0.663,0.684,-0.84,-0.177,-0.108,-0.316,0.089,0.047
0.712,0.29,0.67,0.904,-1.22,1.856,-1.336,-0.394,1.433,0.801
0.876,0.984,0.853,0.82,0.229,0.97,0.204,0.472,1.79,2.274
0.624,0.101,0.544,0.016,-4,-1.087,-1.448,0.988,5.591,3.595
0.583,0.163,0.299,0.902,-0.507,1.331,1.373,-0.899,1.409,1.198
0.034,0.218,0.281,0.789,1.207,1.331,0.133,0.888,0.447,0.392
0.712,0.436,0.645,0.008,0.772,-0.696,0.093,-0.263,5.811,8.128
0.289,0.935,0.172,0.664,0.401,0.208,0.919,0.66,-0.247,-0.322
0.79,0.726,0.187,0.548,1.207,0.208,-0.108,0.66,1.539,1.201
0.556,0.436,0.008,0.095,-0.115,0.398,-1.648,-2.691,3.257,2.192
0.974,0.866,0.316,0.027,0.136,-0.177,-1.648,-0.628,5.059,6.594
0.069,0.722,0.074,0.285,0.314,-0.177,0.614,1.257,0.337,0.362
0.034,0.101,0.222,0.462,-0.085,0.398,-0.778,-2.15,0.839,1.107
0.069,0.436,0.976,0.05,1.66,-0.177,1.498,0.888,3.28,1.933
0.309,0.355,0.808,0.191,-0.641,0.109,-0.083,-1.448,2.318,1.429
0.309,0.163,0.087,0.134,0.054,-2.628,-0.196,1.856,1.982,1.793
0.157,0.562,0.978,0.599,0.136,1.143,0.737,1.046,1.385,1.61
0.424,0.355,0.901,0.182,-1.508,-1.24,1.232,-0.973,2.209,1.898
0.411,0.163,0.715,0.227,-1.22,-0.369,-0.471,-0.973,2.454,3.25
0.538,0.314,0.838,0.356,2.365,-0.177,1.373,0.551,2.214,2.873
0.672,0.254,0.226,0.48,0.308,-2.628,-2.435,0.003,1.992,1.925
0.411,0.79,0.208,0.12,0.314,0.617,1.878,-1.557,1.594,2.303
0.117,0.101,0.471,0.722,0.349,-0.177,0.478,1.795,0.285,0.375
0.808,0.844,0.542,0.069,-1.22,-1.052,-1.253,0.729,3.813,4.316
0.764,0.526,0.826,0.552,1.66,-1.052,-1.19,0.729,2.548,2.986
0,0.844,0.053,0.333,-1.594,0.617,0.426,-0.748,0.179,0.177
0.117,0.355,0.25,0.06,0.596,1.331,-0.108,-0.217,2.74,3.296
0.844,0.614,0.034,0.675,0.725,-0.696,-0.347,-0.19,1.208,1.484
0.235,0.826,0.057,0.453,2.057,0.398,-0.083,-0.19,0.799,0.877
0.799,0.738,0.03,0.991,0.136,-1.24,2.513,0.888,-0.249,-0.169
0.383,0.163,0.165,0.641,-2.028,0.208,1.498,-1.748,0.349,0.393
0.783,0.436,0.712,0.641,-2.028,1.242,0.671,-1.448,2.121,3.179
0.309,0.826,0.116,0.577,-2.028,-2.628,-0.778,-0.798,0.197,0.193
0.235,0.637,0.281,0.194,0.848,1.856,0.671,-0.748,2.031,1.506
0.44,0.637,0.387,0.806,-0.581,1.143,0.614,-0.768,0.733,0.93
0.661,0.637,0.568,0.471,0.848,0.8,1.067,-0.19,1.511,1.166
0.371,0.866,0.331,0.644,0.136,1.331,-1.19,-0.086,0.334,0.284
0.309,0.041,0.053,0.82,2.365,0.174,-0.083,0.499,1.086,0.725
0.672,0.844,0.047,0.763,-0.224,-2.628,0.204,0.888,0.273,0.398
0.034,0.514,0.217,0.095,-0.18,-0.177,-2.435,0.003,2.461,1.971
0.025,0.738,0.424,0.954,0.349,0.174,-0.537,0.184,-0.407,-0.285
0.974,0.826,0.331,0.781,0.349,1.242,-0.471,-0.899,1.405,1.043
0.459,0,0.486,0.332,-0.601,0.208,0.614,-1.448,2.023,1.852
0.965,0.984,0.691,0.414,-0.507,0.174,-1.07,0.66,2.492,3.222
0.583,0.06,0.187,0.837,-0.958,-0.696,0.133,1.257,0.938,1.052
0.366,0.436,0.074,0.668,2.365,0.398,-0.471,0.572,1.079,1.102
0.106,0.637,0.525,0.684,1.04,-0.696,-0.347,-0.394,0.297,0.395
0.025,0.436,0.978,0.238,0.772,-2.628,-0.347,-1.448,1.62,2.01
0.571,0.436,0.771,0.48,-0.507,-0.369,-0.872,1.443,1.949,1.436
0.876,0.78,0.918,0.607,0.314,0.208,-0.083,0.42,2.127,3.115
0.75,0.844,0.123,0.353,0.253,0.109,-1.807,-0.072,2.079,1.567
0.157,0.637,0.281,0.607,0.596,-1.052,-0.669,-2.15,0.167,0.215
0.258,0.29,0.935,0.566,-1.22,0.8,-0.196,1.046,1.602,1.726
0.069,0.514,0.853,0.08,0.725,-0.696,-1.648,0.938,3.085,4.416
0.635,0.806,0.771,0.607,-1.22,0.617,-0.515,-0.597,1.649,2.453
0.034,0.844,0.853,0.828,-0.765,0.617,-0.083,0.938,0.208,0.278
0.289,0.526,0.881,0.31,-0.804,0.208,-0.347,-0.469,1.882,2.279
0.235,0.314,0.608,0.641,-0.78,-1.24,1.232,-0.58,0.197,0.102
0.672,0.101,0.483,0.122,-0.765,-2.628,1.498,0.288,2.548,2.318
0.783,0.436,0.771,0.589,-0.254,0.208,1.684,-0.899,1.426,1.453
0.209,0.637,0.771,0.675,-0.507,0.723,0.663,1.443,0.522,0.698
0.905,0.775,0.387,0.238,0.401,0.174,-0.712,0.335,2.611,2.992
0.106,0.95,0.158,0.194,0.596,-2.628,-0.988,0.097,0.92,0.551
0.396,0.826,0.497,0.745,0.238,-0.177,0.315,-2.691,0.253,0.374
0.905,0.355,0.034,0.886,-0.224,-2.628,0.478,0.729,0.794,0.619
0.289,0.101,0.328,0.222,-0.18,-1.052,-0.471,0.886,1.868,2.425
0.332,0.976,0.771,0.941,-2.028,1.242,-1.486,2.027,0.233,0.307
0.583,0.79,0.129,0.514,1.66,-0.369,2.292,0.003,0.481,0.489
0.359,0.637,0.918,0.075,-1.22,-2.628,0.671,0.335,2.836,3.674
0.583,0.548,0.942,0.925,-0.18,-2.628,-0.347,0.217,1.145,1.273
0.808,0.866,0.03,0.182,1.66,0.398,0.523,-0.973,2.481,3.53
0.635,0.101,0.525,0.229,0.908,0.174,0.133,-0.628,2.765,3.574
0.952,0.866,0.568,0.306,-0.889,1.331,0.775,1.348,2.757,3.776
0.583,0.935,0.413,0.122,-0.11,0.398,-0.959,-0.748,2.713,3.304
0.905,0.637,0.252,0.182,0.002,-0.696,1.232,-1.748,2.203,2.406
0.016,0.806,0.415,0.778,-0.409,0.8,1.232,0.42,-0.653,-0.583
0.371,0.436,0.387,0.904,0.772,-0.696,-0.347,0.003,0.311,0.381
0.905,0.29,0.771,0.582,-1.508,1.331,0.42,0.003,2.622,2.895
0.129,0.101,0.409,0.31,0.596,-0.369,0.568,-0.033,1.052,1.294
0.876,0.826,0.328,0.554,0.981,-0.177,-0.921,-1.282,1.864,2.204
0.157,0.436,0.043,0.275,0.401,-2.628,0.478,2.027,0.517,0.319
0.712,0.826,0.883,0.301,0.076,-1.132,1.373,-1.068,1.865,1.636
0.332,0.314,0.509,0.734,0.596,-0.696,0.315,0.42,0.458,0.627
0.538,0.915,0.053,0.659,0.772,0.109,0.077,0.288,0.447,0.337
0.556,0.163,0.65,0.715,-0.507,1.751,0.133,-0.748,1.759,1.864
0.025,0.355,0.349,0.166,-0.889,0.398,-0.196,0.097,1.467,2.073
0.371,0.436,0.409,0.762,-0.823,0.8,-0.616,-0.305,0.811,0.755
0.069,0.614,0.979,0.851,-0.958,-0.177,0.426,0.988,0.318,0.2
0.069,0.069,0.534,0.325,0.259,-0.177,0.014,0.66,1.251,1.313
0.44,0.101,0.043,0.05,-1.22,0.398,-0.669,-0.748,3.734,3.566
0.069,0.355,0.074,0.968,-0.409,-4,1.112,-0.454,-1.164,-1.334
0.424,0,0.67,0.813,1.329,-0.177,1.232,0.777,1.32,1.508
0.209,0.101,0.826,0.206,0.058,1.751,-0.988,-2.15,2.482,2.559
0.974,0.29,0.949,0.641,0.772,0.109,0.023,0.499,2.613,2.361
0.661,0.806,0.544,0.325,0.596,1.143,1.878,0.813,2.349,1.464
0.518,0.637,0.875,0.026,-1.22,-0.369,1.325,0.217,4.152,4.989
0.492,0.526,0.771,0.139,-0.085,-2.628,1.067,0.42,2.17,2.76
0.106,0.314,0.67,0.622,0.076,0.617,-1.807,-0.394,1.226,0.872
0.58,0.101,0.544,0.731,-0.765,0.208,1.498,0.003,0.935,0.958
0.86,0.976,0.02,0.684,-0.958,0.8,0.919,1.443,0.868,1.212
0.235,0.637,0.918,0.662,0.002,-0.696,-0.347,0.097,0.929,0.528
0.258,0.163,0.949,0.229,-4,-0.369,0.133,0.217,2.371,1.198
0.876,0.806,0.275,0.844,0.314,-0.696,-1.039,-0.58,1.212,0.661
0.034,0.244,0.368,0.976,-1.22,0.208,-0.083,0.313,-0.226,-0.312
0.192,0.738,0.008,0.084,0.002,0.97,-1.19,-2.691,1.926,1.426
0.832,0.314,0.475,0.471,1.04,-2.628,0.339,-1.282,1.801,2.346
0.974,0.218,0.577,0.959,0.349,-0.749,1.325,0.335,1.238,1.164
0.383,0.826,0.617,0.108,-1.594,-0.177,0.568,-0.58,2.221,1.647
0.935,0.637,0.486,0.153,1.58,-0.696,1.325,-1.127,2.892,3.229
0.79,0.548,0.433,0.85,1.329,-0.369,1.747,-0.445,0.775,1.139
0.764,0.29,0.217,0.722,1.391,-0.369,-1.336,-0.092,1.89,1.242
0.583,0.78,0.327,0.502,-0.409,-0.177,-0.921,-1.282,1.25,0.669
0.332,0.738,0.544,0.291,0.076,-0.47,-0.347,-1.448,1.342,1.152
0.583,0.069,0.454,0.757,-2.028,-0.177,-0.988,-0.394,1.58,2.145
0.799,0.355,0.697,0.833,1.207,-1.132,0.4,1.856,1.558,1.883
0.223,0.844,0.889,0.726,0.981,-2.628,-0.515,-1.282,0.692,0.415
0.712,0.526,0.715,0.139,-0.224,0.398,0.093,-0.217,3.088,2.397
0.157,0.436,0.771,0.301,0.401,0.208,-1.19,-2.15,1.803,1.68
0.672,0.548,0.172,0.541,-0.765,-0.369,1.034,0.42,0.8,1.052
0.492,0.738,0.497,0.675,-0.409,-0.696,-0.778,-0.469,0.856,0.631
0.58,0.915,0.875,0.859,-0.958,0.208,-0.196,0.856,1.113,1.622
0.79,0.436,0.462,0.718,0.076,0.69,0.301,-0.246,1.393,2.089
0.635,0.637,0.739,0.657,-0.601,0.97,0.301,-0.778,1.597,0.804
0.95,0.637,0.11,0.006,0.401,0.398,-0.921,1.24,6.474,5.587
0.034,0.436,0.67,0.012,0.401,-1.154,-2.435,-0.072,4.867,4.623
0.025,0.607,0.226,0.139,0.349,-0.177,-0.712,-1.748,1.489,0.942
0.764,0.614,0.808,0.027,1.04,-0.177,-0.712,-1.068,5.296,4.04
0.868,0.738,0,0.514,0.596,-1.087,-1.336,0.003,1.706,2.153
0.538,0.425,0.433,0.08,-0.581,-0.437,-0.805,1.443,3.253,3.071
0.235,0.06,0.087,0.05,-0.889,-0.177,2.513,0.499,2.422,1.825
0.492,0.79,0.087,0.838,0.401,-2.628,0.919,-0.483,-0.332,-0.204
0.359,0.95,0.316,0.931,0.401,-0.369,0.133,-0.217,-0.216,-0.25
0.86,0.738,0.331,0.745,-0.224,-0.177,-4,0.856,2.319,3.188
0.661,0.637,0.832,0.33,-2.243,1.143,0.339,0.813,2.524,2.06
0.418,0.614,0.486,0.979,0.259,-0.177,-1.448,0.097,0.664,0.943
0.832,0.95,0.415,0.265,1.329,0.8,0.473,-0.305,2.347,2.144
0.289,0.866,0.433,0.742,0.238,0.398,-0.083,1.443,0.155,0.1
0.209,0.637,0.486,0.45,-0.409,1.056,0.919,-0.899,1.018,1.063
0.058,0.976,0.433,0.665,0.401,-2.628,-0.083,-1.172,-0.523,-0.557
0.85,0.866,0,0.675,0.58,0.8,-0.124,0.888,1.232,1.623
0,0.844,0.534,0.715,0.596,0.398,0.204,-1.831,-0.319,-0.389
0.411,0.314,0.316,0.06,-0.581,-0.177,-0.138,-0.628,3.137,2.103
0.27,0.436,0.663,0.872,-1.22,-2.628,0.42,0.217,0.027,0.032
0.129,0.272,0.226,0.622,0.136,-2.628,0.339,-0.072,-0.123,-0.067
0.952,0.95,0.544,0.866,0.259,0.398,-1.19,-0.036,1.622,1.85
0.672,0.79,0.072,0.863,-0.958,-0.177,1.288,1.178,0.102,0.123
0.635,0.314,0.483,0.767,-0.625,0.109,-0.196,-0.973,1.183,1.136
0.411,0.526,0.331,0.837,0.401,1.331,-0.616,-0.768,0.465,0.287
0.309,0.163,0.116,0.238,-2.028,-2.628,-2.435,0.278,2.085,2.429
0.371,0.355,0.281,0.39,0.58,-0.177,-0.669,-1.068,1.295,1.092
0.182,0.436,0,0.2,-0.409,0.617,-0.778,-0.628,1.641,1.974
0.85,0.163,0.65,0.668,-1.22,0.617,0.602,-0.899,1.936,2.729
0.635,0.101,0.11,0.49,0.349,-1.24,-1.486,0.088,1.904,1.148
0.905,0.637,0.942,0.197,0.725,-0.723,1.067,2.027,2.996,3.626
0.44,0.314,0.771,0.427,-0.409,-0.369,0.775,0.551,1.431,0.938
0,0.935,0.156,0.037,-0.823,-0.369,0.478,-0.217,2.161,3.168
0.901,0.041,0.771,0.566,-0.507,-0.696,1.034,0.42,2.248,1.312
0.571,0.069,0.364,0.513,-0.804,-0.177,0.919,1.443,1.301,1.122
0.905,0.738,0,0.855,0.596,0.617,0.523,0.572,0.938,0.853
0.235,0.915,0.116,0.42,-2.028,0.398,-0.347,-0.394,0.503,0.62
0.396,0.899,0.328,0.333,-0.18,1.242,0.133,1.856,1.266,1.85
0.192,0.915,0.568,0.496,0.259,0.8,-1.486,1.443,1.029,0.564
0.712,0.514,0.912,0.129,-0.889,-0.696,-1.648,0.813,3.9,4.176
0.146,0.314,0.979,0.973,-0.129,0.398,0.919,2.027,0.462,0.283
0.365,0.163,0.479,0.251,-0.18,0.208,0.614,1.257,1.722,2.241
0.371,0.866,0.172,0.885,0.314,-0.47,-1.448,-0.161,0.295,0.157
0.538,0.637,0.67,0.05,-0.641,1.331,-1.448,0.66,3.619,4.212
0.117,0.967,0.745,0.194,-0.224,0.97,-0.196,1.443,1.582,1.733
0.492,0.637,0.514,0.44,-0.18,-0.696,0.4,-1.068,1.008,0.897
0.289,0.637,0.143,0.822,-0.002,-0.177,1.878,-1.068,-0.627,-0.602
0.974,0.101,0.143,0.075,-0.765,0.398,-2.435,2.027,4.865,3.853
0.868,0.866,0.808,0.214,0.981,-0.177,0.478,0.097,2.907,3.179
0.635,0.738,0.187,0.126,-1.266,1.856,0.426,-1.068,2.875,1.52
0.157,0.935,0.605,0.514,-0.409,0.174,-1.448,0.777,0.808,0.482
0.518,0.355,0.76,0.609,-0.641,-0.369,-0.616,1.178,1.585,1.36
0.556,0.272,0.883,0.227,0.058,0.208,-0.471,-1.448,2.931,1.66
0.85,0.069,0.462,0.137,-1.508,-2.628,-0.921,0.217,3.524,3.273
0.712,0.163,0.483,0.361,0.259,0.97,0.671,-2.691,2.494,2.369
0.844,0.041,0.949,0.49,0.136,-0.177,1.112,0.888,2.623,3.319
0.264,0.009,0.525,0.301,0.58,-1.132,-2.435,-1.068,2.488,3.528
0.034,0.436,0.771,0.441,0.596,0.208,-0.471,2.027,0.978,0.897
0.276,0.355,0.331,0.074,0.401,0.398,0.204,-0.798,2.611,3.36
0.289,0.436,0.373,0.621,0.401,-0.852,-1.039,1.348,0.717,0.989
0.093,0.06,0.387,0.238,-0.765,-0.177,0.478,-0.597,1.352,0.879
0.901,0.101,0.379,0.96,0.002,0.97,0.983,1.443,1.923,2.425
0.258,0.436,0.585,0.499,0.772,-0.696,-1.336,0.712,1.186,0.925
0.672,0.637,0.697,0.929,-0.115,0.208,0.775,0.184,0.793,0.561
0.411,0.163,0.881,0.027,-0.18,1.331,1.747,-1.448,5.357,4.136
0.069,0.069,0.875,0.745,0.076,-2.628,-1.253,-0.217,1.037,0.919
0.776,0.826,0.979,0.668,1.391,-2.628,-0.712,-1.282,2.118,1.063
0.832,0,0.226,0.705,-0.11,-0.925,-0.872,0.729,2.108,1.413
0.309,0.436,0.116,0.904,1.391,1.331,-0.347,-1.748,0.5,0.74
0.309,0.866,0.989,0.317,-0.224,0.174,-2.435,0.888,2.516,2.358
0.139,0.101,0.057,0.869,-1.508,0.208,-0.778,-0.58,0.336,0.299
0.258,0.738,0.129,0.991,-2.243,0.8,1.373,0.003,-0.608,-0.347
0.44,0.244,0.808,0.896,0.908,1.143,0.204,-0.161,1.534,1.875
0.85,0.254,0.281,0.609,2.365,0.8,-0.108,0.813,2.308,1.448
0.58,0.436,0.976,0.495,-1.22,1.242,1.498,0.003,2.618,1.96
0.129,0.436,0.715,0.607,0.136,-1.132,-1.336,-1.282,0.876,0.763
0.635,0.514,0.979,0.381,-4,-2.628,-0.108,1.257,2.152,1.83
0.661,0.548,0.871,0.027,-1.22,-2.628,-0.364,-0.899,4.698,2.741
0.661,0.95,0.051,0.644,1.04,-0.696,0.566,0.572,0.66,0.604
0.157,0.562,0.929,0.093,0.596,-0.177,-0.712,0.572,2.971,1.96
0.868,0.355,0.385,0.06,0.772,-0.177,0.614,-0.58,3.77,4.452
0.635,0.29,0.183,0.356,-0.958,-0.177,-1.448,-0.748,2.119,3.085
0.069,0.548,0.226,0.622,-1.22,-0.177,-0.196,-1.448,-0.047,-0.052
0.896,0.009,0.424,0.644,0.401,1.856,1.373,0.097,2.828,2.132
0.842,0.244,0.497,0.363,0.596,0.398,0.133,-1.172,2.322,2.305
0.583,0.726,0.949,0.093,-0.409,1.143,0.023,-0.394,3.734,3.24
0.538,0.101,0.525,0.543,-0.002,-2.628,0.426,0.572,1.173,0.92
0.672,0.548,0.172,0.204,0.401,-0.696,0.478,0.212,1.91,2.387
0.583,0.101,0.226,0.435,-0.409,1.856,1.498,-0.58,2.315,1.475
0.034,0.355,0.074,0.245,-0.66,-1.132,1.878,-0.899,0.203,0.286
0.276,0.562,0.349,0.684,-0.224,0.208,-0.108,0.003,0.315,0.286
0.952,0.436,0.989,0.265,-0.581,-2.628,1.373,-1.831,2.729,3.875
0.332,0.009,0.67,0.373,-0.409,0.723,0.093,1.257,2.072,2.491
0.235,0.218,0.771,0.288,-0.224,1.856,-0.471,1.123,2.086,2.658
0.905,0.738,0.889,0.333,-0.958,-2.628,-1.19,-0.445,2.799,1.472
0.309,0.436,0.663,0.718,-0.765,-2.628,-0.616,1.046,0.603,0.485
0.102,0.254,0,0.654,0.136,-0.369,-0.347,-1.068,0.178,0.162
0.974,0.562,0.568,0.918,1.66,1.056,-0.805,-0.811,1.844,2.338
0.808,0.637,0.415,0.206,-0.224,-2.628,-1.048,0.003,2.499,1.551
0.901,0.425,0.424,0.833,1.04,-1.052,-0.872,-0.088,1.742,1.74
0.661,0.637,0.518,0.194,-2.028,0.617,-0.404,0.572,2.578,3.123
0.947,0.614,0.226,0.405,0.401,-1.24,-0.745,0.003,2.022,2.95
0.905,0.101,0.302,0.844,2.365,-2.628,1.684,-0.58,1.322,1.048
0.157,0.738,0.252,0.872,1.66,-0.696,1.373,0.217,-0.518,-0.59
0.842,0.436,0.663,0.982,-1.22,1.331,-0.471,-0.454,1.526,1.395
0.157,0.254,0.03,0.985,-0.224,-0.369,-0.921,0.217,0.042,0.058
0.75,0.976,0.226,0.801,0.136,0.208,1.373,-0.412,0.283,0.149
0.157,0.826,0.129,0.325,0.772,-2.628,-0.471,-0.229,0.4,0.523
0.157,0.614,0.808,0.607,1.66,-2.628,1.878,1.257,0.165,0.235
0.492,0.436,0.208,0.269,-0.055,0.398,-0.745,0.572,1.869,1.365
0.332,0.355,0.226,0.675,-0.625,0.174,0.301,-0.973,0.391,0.486
0.876,0.967,0.757,0.365,2.057,-2.628,1.373,-2.15,1.955,2.212
0.799,0.866,0.771,0.573,0.136,1.143,1.067,0.003,2.14,2.619
0.069,0.775,0.979,0.044,-1.508,-0.177,0.133,-1.282,3.28,3.176
0.905,0.425,0.226,0.607,1.66,0.208,0.523,-1.557,1.769,1.804
0.53,0.935,0.331,0.607,-0.601,-2.628,-0.805,1.123,0.602,0.412
0.309,0.009,0.663,0.996,-1.508,-2.628,-0.347,1.443,0.761,1.081
0.556,0.79,0.074,0.846,2.365,-0.177,-0.959,1.348,1.055,1.51
0.635,0.826,0.165,0.223,1.04,-1.24,-0.347,-2.15,1.982,2.493
0.868,0.425,0.087,0.06,1.04,-0.696,0.775,0.777,3.682,4.845
0.672,0.526,0.187,0.514,-1.508,-0.177,0.204,-0.748,1.139,1.587
0.359,0.355,0.67,0.566,0.401,0.69,-0.872,-0.394,1.486,1.322
0.905,0.844,0.409,0.514,2.057,-1.24,2.513,-1.068,1.123,1.494
0.583,0.244,0.697,0.393,-0.18,-0.749,0.133,-0.899,1.889,0.967
0.952,0.425,0.057,0.373,-1.22,0.398,1.325,-1.748,1.741,2.242
0.799,0.101,0.771,0.095,0.314,0.398,-0.872,-0.899,4.41,5.591
0.492,0.237,0.331,0.654,-0.507,-0.369,-2.435,-0.246,1.653,1.067
0.025,0.436,0.645,0.012,0.596,-0.177,-0.083,-1.584,4.209,4.106
0.235,0.314,0.715,0.622,1.66,-2.628,-0.108,-0.161,0.962,1.272
0.309,0.314,0.217,0.365,-0.581,-0.696,0.737,0.217,0.774,0.651
0.518,0.355,0,0.191,-0.78,-0.437,1.498,-1.068,1.524,2.256
0.034,0.844,0.281,0.134,0.772,-0.177,0.023,0.499,1.21,1.308
