X1,X2,X3,X4,X5,X6,X7,X8,y_deterministic,y
0.661,0.312,0.568,0.828,0.136,-2.628,0.093,-0.628,0.885,0.956
0.556,0.101,0.585,0.229,-0.409,0.208,-1.253,0.335,2.922,3.522
0.396,0.637,0.053,0.042,0.349,1.856,-0.805,1.348,3.32,2.921
0.383,0.935,0.826,0.273,-0.804,0.208,0.919,-0.161,1.47,1.033
0.79,0.314,0.385,0.093,-1.22,0.723,-0.369,-1.172,3.675,2.882
0.53,0.272,0.663,0.06,1.391,0.208,-0.347,1.123,4.115,4.295
0.069,0.314,0.145,0.435,-2.028,0.398,-0.124,0.777,0.497,0.508
0.117,0.899,0.275,0.273,1.04,-0.852,0.663,-0.445,0.568,0.511
0.371,0.79,0.585,0.929,-0.641,-2.628,-0.138,1.443,-0.007,-0.008
0.276,0.218,0.165,0.825,-0.409,-0.369,-0.196,0.288,0.286,0.356
0.192,0.562,0.165,0.947,-2.028,-1.052,-0.712,0.988,-0.203,-0.261
0.635,0.722,0.853,0.143,-3,-0.696,0.093,0.729,2.898,3.005
0.309,0.78,0.331,0.9,1.391,-0.696,-2.435,0.938,0.842,1.149
0.034,0.526,0.454,0.105,0.401,-0.369,0.614,0.472,1.572,2.293
0.935,0.844,0.617,0.609,0.076,1.331,0.204,0.217,1.994,1.308
0.484,0.915,0.415,0.869,0.596,1.856,0.204,-1.748,0.664,0.686
0.484,0.101,0.172,0.139,-0.18,-0.369,-0.712,-0.033,2.758,1.822
0.332,0.614,0,0.275,-0.625,1.856,-0.471,-0.973,1.4,1.741
0.276,0.436,0.518,0.05,0.401,1.331,0.983,-1.557,3.576,3.027
0.935,0.069,0.047,0.627,0.076,-0.177,0.919,0.938,1.642,0.902
0.034,0.009,0.608,0.731,-0.66,0.723,-1.039,0.003,1.107,0.937
0.192,0.355,0.331,0.108,-0.055,-0.177,0.614,-0.086,1.895,2.018
0.289,0.355,0.172,0.382,-0.765,1.143,0.133,-2.691,1.186,0.949
0.764,0.314,0.252,0.738,-1.22,0.109,-0.471,1.24,1.372,1.856
0.712,0.069,0.165,0.06,0.401,1.331,1.067,-0.899,4.374,2.424
0.583,0.562,0,0.607,-3,1.056,-0.547,1.123,0.931,0.694
0.157,0.314,0.387,0.42,0.981,0.208,0.919,-0.628,0.688,0.615
0.332,0.514,0.187,0.143,0.596,0.97,-2.435,0.888,1.582,2.215
0.468,0.526,0.302,0.115,0.401,0.174,-1.648,0.472,2.903,3.091
0.712,0.254,0.281,0.359,-0.601,-0.177,0.204,0.003,1.837,0.939
0.003,0.738,0.053,0.016,-0.866,1.331,0.478,0.988,3.644,2.13
0.258,0.101,0.226,0.947,1.04,-0.696,-0.745,-0.58,0.627,0.787
0.302,0.009,0.712,0.896,-3,0.398,0.204,-0.246,1.058,0.636
0.524,0.562,0.053,0.269,0.401,-0.723,0.775,1.348,1.231,1.655
0.332,0.946,0.889,0.027,-2.028,1.331,0.737,1.443,4.456,3.609
0.146,0.79,0.462,0.05,0.259,-2.628,1.112,-0.798,1.994,2.829
0.359,0.254,0.585,0.696,-0.085,1.056,-0.364,1.178,1.004,0.635
0.583,0.71,0.281,0.273,-0.601,0.208,0.478,-0.445,1.493,1.32
0.223,0.514,0.771,0.373,-0.889,-0.696,0.919,0.813,0.931,0.934
0.75,0.101,0.02,0.88,-1.22,0.174,-0.515,-1.127,1.371,1.838
0.776,0.607,0.918,0.361,-0.507,-2.628,-3,-0.394,3.157,1.984
0.712,0.436,0.302,0.027,-1.508,0.97,0.4,-1.172,4.631,5.804
0.309,0.29,0.582,0.557,1.309,0.398,-1.648,0.499,1.753,1.941
0.492,0.775,0.942,0.539,-1.594,-0.369,-0.347,1.046,1.602,2.2
0.79,0.79,0.053,0.423,-0.581,-0.369,0.919,0.885,1.121,1.287
0.905,0.436,0.67,0.075,0.401,1.331,-1.19,0.42,4.081,5.141
0.302,0.436,0.969,0.285,-0.055,1.143,1.373,-0.445,2.596,1.649
0.139,0.009,0.853,0.438,0.349,1.143,-0.712,-0.748,1.801,1.229
0.783,0.101,0.172,0.996,0.136,-0.852,-0.712,-0.899,1.292,1.513
0.418,0.526,0.697,0.15,-0.84,1.751,0.775,1.046,2.934,3.369
0.276,0.637,0.172,0.929,0.401,-2.628,-0.669,1.257,-0.246,-0.343
0.672,0.806,0.462,0.582,1.04,-0.369,-0.347,0.572,1.376,1.651
0.764,0.436,0.67,0.092,-1.508,-0.925,1.112,-0.263,3.158,3.412
0.223,0.844,0.249,0.777,-1.22,-1.24,-2.435,-0.072,0.416,0.283
0.556,0.637,0.349,0.462,-0.18,1.331,0.903,-0.58,1.571,1.923
0.712,0.562,0.074,0.317,0.349,-0.369,0.42,0.572,1.559,1.555
0.307,0.355,0.853,0.514,-1.266,-0.177,-2.435,-1.127,2.078,1.582
0.456,0.806,0.495,0.129,-0.765,-2.628,1.297,0.003,1.583,1.016
0.309,0.6,0.771,0.627,-0.507,-0.723,0.737,-0.798,0.564,0.408
0.808,0.436,0.057,0.2,-0.866,-0.369,-1.648,0.729,2.903,3.244
0.366,0.548,0.608,0.582,0.596,-1.087,0.523,-1.748,0.584,0.521
0.492,0.163,0.67,0.405,-0.115,-2.628,-1.807,-1.831,2.14,2.182
0.034,0.254,0.697,0.409,-1.508,-0.177,0.277,0.988,0.839,0.619
0.831,0.738,0.483,0.112,-0.804,0.208,0.775,-0.628,2.885,2.134
0.876,0.915,0.617,0.423,-1.508,-0.852,0.204,-0.394,1.758,1.038
0.974,0.935,0.733,0.755,0.002,0.617,1.232,-0.483,1.407,1.378
0.106,0.79,0.187,0.301,-0.765,0.398,0.426,-1.282,0.456,0.494
0.583,0.984,0.518,0.431,-2.028,0.208,-0.083,1.443,1.244,0.963
0.152,0.637,0.65,0.589,-1.508,-0.696,-1.336,0.097,0.765,0.943
0.75,0.254,0.629,0.772,-0.055,0.8,0.093,0.278,1.672,2.467
0.332,0.314,0.147,0.552,-0.409,-2.628,-0.083,-1.748,0.433,0.345
0.868,0.899,0.328,0.309,-0.254,-1.087,-0.471,-1.831,1.973,2.77
0.492,0.009,0.37,0.042,-0.409,0.398,0.614,-1.282,3.981,5.921
0.332,0.237,0.929,0.197,-0.409,-2.628,0.133,-0.973,2.314,1.863
0.952,0.436,0.154,0.197,-0.84,0.208,0.983,0.393,2.475,2.577
0.876,0.069,0.838,0.665,-0.958,0.398,-1.07,-1.557,2.829,2.38
0.223,0.254,0.31,0.794,-0.409,-2.628,-1.039,-0.58,0.284,0.352
0.905,0.254,0.67,0.227,-0.409,-2.628,-1.688,-1.068,3.346,2.123
0.157,0.355,0.116,0.755,-0.958,-2.628,-0.083,-1.448,-0.249,-0.148
0.102,0.314,0.525,0.471,-0.765,-0.369,0.614,1.123,0.437,0.253
0.635,0.101,0.771,0.833,-1.508,0.398,-1.19,1.856,2.03,2.828
0.383,0.562,0.415,0.356,0.136,-0.369,-0.547,0.097,1.292,1.42
0.952,0.866,0.853,0.398,-2.028,0.617,-0.745,0.335,2.824,2.243
0.44,0.605,0.629,0.343,1.58,-2.628,-0.196,0.097,1.614,1.16
0.034,0.526,0.585,0.599,0.076,0.208,0.314,-1.557,0.119,0.153
0.524,0.254,0.67,0.153,1.207,-1.052,1.747,-0.394,2.404,3.278
0.209,0,0.057,0.775,-0.409,-1.24,0.426,-1.172,0.392,0.272
0.571,0.436,0.544,0.204,-0.409,-0.369,1.498,0.003,1.796,0.948
0.952,0.101,0.979,0.514,-0.224,-0.696,-2.435,-0.58,3.729,2.918
0.424,0.272,0.008,0.763,0.076,0.723,0.919,-1.068,0.402,0.254
0.034,0.355,0.942,0.936,0.136,-0.696,0.339,-0.748,0.248,0.276
0.712,0.009,0.771,0.08,0.725,-0.369,0.426,0.499,4.174,5.227
0.157,0.425,0.949,0.985,1.329,-0.177,-0.083,-0.394,0.827,0.655
0.276,0.069,0.534,0.197,-1.508,-0.696,-1.688,0.097,2.595,2.538
0.424,0.101,0.324,0.427,-0.641,1.143,-2.435,-1.127,1.165,1.533
0.003,0.95,0.187,0.589,-0.409,-0.177,0.387,0.335,-0.54,-0.721
0.27,0.526,0.226,0.333,2.365,-1.052,1.498,-0.394,0.844,0.607
0.661,0.899,0.154,0.684,0.848,0.208,0.387,0.335,0.753,0.395
0.309,0.355,0.424,0.265,0.848,-0.696,-0.471,0.184,1.723,1.639
0.459,0.314,0.808,0.767,-0.889,0.208,-1.648,-0.291,1.722,1.092
0.157,0.272,0.281,0.187,0.349,0.398,-1.19,2.027,1.922,1.378
0.661,0.637,0.433,0.455,0.136,-0.437,0.133,0.885,1.316,1.865
0.876,0.009,0.331,0.465,-0.224,1.143,-0.083,-0.973,2.613,2.688
0.712,0.009,0.034,0.317,-1.508,-0.696,0.426,-0.291,2.174,1.984
0.235,0.726,0.691,0.514,1.66,0.208,0.426,0.729,0.952,1.417
0.44,0.101,0.475,0.285,0.772,1.331,-0.515,-0.748,2.142,1.69
0.635,0.726,0.949,0.634,0.848,-0.696,-0.083,-2.15,1.804,1.308
0.182,0.436,0.771,0.197,1.391,1.056,-1.336,-0.394,2.118,1.882
0.635,0.637,0.534,0.044,-0.18,-1.132,-1.486,-0.161,4.126,4.639
0.157,0.314,0.739,0.126,1.391,1.242,-0.083,0.572,2.855,4
0.762,0.866,0.509,0.48,0.215,-2.628,-1.19,-1.557,1.566,1.438
0.868,0.915,0.364,0.609,0.908,0.723,-0.083,1.443,1.629,2.244
0.672,0.637,0.875,0.929,-2.028,-0.852,-1.648,-2.691,1.693,1.696
0.129,0.29,0.544,0.918,0.259,0.69,1.063,1.123,-0.1,-0.091
0.359,0.738,0.935,0.333,-0.804,-0.369,-0.959,-1.748,2.03,1.016
0.219,0.726,0.949,0.269,-2.243,-0.177,-0.108,-1.068,1.782,1.078
0.157,0.06,0.561,0.373,-0.129,-0.177,-1.19,-0.161,1.687,1.393
0.492,0.314,0.424,0.333,1.391,0.617,-0.616,-1.557,2.216,1.754
0.106,0.526,0.771,0.265,-0.507,1.143,1.747,0.003,1.97,1.319
0.209,0.826,0.853,0.684,-0.958,-0.696,-0.108,-0.394,0.547,0.34
0.223,0.844,0.331,0.238,-0.507,0.69,-1.19,-0.748,1.535,2.15
0.058,0.355,0.364,0.016,-0.958,0.8,-1.07,0.097,4.258,3.55
0.896,0.614,0.364,0.965,0.772,-0.696,-0.083,0.856,0.997,0.604
0.44,0.355,0.973,0.846,-0.224,-0.437,-0.124,0.988,1.326,1.102
0.106,0.163,0.226,0.714,-0.66,-2.628,0.387,-0.291,-0.198,-0.167
0.309,0.069,0.585,0.174,0.772,0.398,-0.083,-0.768,2.464,1.529
0.492,0.79,0.585,0.514,-0.958,0.69,1.878,1.443,0.605,0.699
0.774,0.915,0.349,0.39,1.391,0.208,0.478,0.499,1.695,1.81
0.276,0.163,0.226,0.15,0.002,-0.369,0.671,0.888,1.815,1.044
0.016,0.355,0.462,0.069,-1.22,-0.437,0.523,0.813,2.12,2.101
0.492,0.041,0.65,0.003,-0.601,-0.369,-2.435,-1.557,7.634,10.848
0.289,0.163,0.832,0.732,-0.507,0.8,0.133,0.217,1.256,1.614
0.27,0.562,0.942,0.182,-1.22,-0.47,1.498,0.572,1.843,2.727
0.876,0.637,0.373,0.12,0.596,1.056,1.498,2.027,3.591,1.881
0.672,0.71,0.853,0.828,-0.823,-1.132,0.775,-0.316,0.97,1.381
0.808,0.436,0.316,0.206,-0.84,0.208,-0.616,0.988,2.718,2.545
0.901,0.163,0.409,0.684,-0.866,-2.628,0.426,1.795,1.42,0.727
0.396,0.218,0.208,0.627,0.981,-0.696,-0.374,0.003,1.014,1.143
0.235,0.314,0.67,0.499,-0.507,0.8,-0.083,1.257,1.205,1.621
0.459,0.984,0.771,0.47,-2.243,-2.628,0.023,-1.448,0.937,1.211
0.418,0.637,0.949,0.463,-0.409,0.398,-0.778,0.097,1.919,1.882
0.106,0.314,0.568,0.393,-0.507,0.8,2.247,-0.414,0.379,0.206
0.905,0.866,0.03,0.177,0.596,-2.628,-0.347,1.348,2.315,2.792
0.764,0.637,0.087,0.789,0.136,-2.628,0.387,-1.557,0.481,0.253
0.44,0.436,0.186,0.345,0.401,0.208,0.426,0.813,1.145,0.785
0.583,0.069,0.373,0.417,-0.409,1.331,1.373,0.335,2.37,2.655
0.157,0.355,0.76,0.651,-0.18,-0.696,0.671,-0.161,0.43,0.515
0.359,0.562,0.544,0.817,0.002,0.8,-1.039,-0.412,0.884,0.988
0.117,0.607,0.281,0.991,1.207,-0.369,0.133,1.443,-0.31,-0.391
0.635,0.436,0.433,0.947,-0.224,1.856,0.523,1.856,1.232,0.636
0.235,0.312,0.415,0.641,-0.581,0.208,-1.039,1.443,0.826,1.106
0.459,0.436,0.918,0.706,0.401,-3,1.747,1.443,0.555,0.727
0.025,0.254,0.053,0.763,-0.055,-0.696,-0.347,-0.086,-0.149,-0.137
0.635,0.436,0.901,0.976,1.04,0.208,0.339,-0.58,1.478,1.592
0.106,0.984,0.387,0.441,-0.507,1.331,-0.669,-0.263,0.306,0.169
0.366,0.101,0.008,0.153,0.401,-1.052,0.614,-1.282,1.946,1.14
0.764,0.436,0.103,0.952,-0.958,1.143,0.983,0.335,1.238,1.36
0.799,0.866,0.663,0.095,1.04,0.97,0.614,-2.15,3.866,2.085
0.571,0.95,0.415,0.869,-2.028,1.331,0.133,2.027,0.688,0.485
0.538,0.95,0.165,0.095,-0.224,0.398,2.292,-1.748,1.755,1.564
0.025,0.041,0.087,0.158,-1.22,-0.177,1.232,-1.748,1.311,1.858
0.764,0.069,0.875,0.321,-0.237,-1.132,-2.435,-0.798,3.667,4.885
0.79,0.79,0.918,0.752,0.349,0.8,-0.745,-0.305,2.084,1.596
0.332,0.163,0.989,0.194,0.981,-0.852,0.614,-0.628,2.755,3.24
0.332,0.009,0.771,0.684,-0.115,0.208,0.204,-1.068,1.452,1.036
0.025,0.806,0.568,0.008,-1.508,-1.24,0.023,-1.748,4.178,5.071
0.783,0.355,0.226,0.463,-0.099,0.723,-0.347,0.42,1.921,1.155
0.947,0.935,0.568,0.353,-0.78,-0.852,1.498,2.268,1.614,1.728
0.264,0.915,0.462,0.734,-0.055,1.056,0.775,0.551,0.421,0.377
0.901,0.314,0.749,0.644,-0.055,-1.24,-0.347,-0.748,2.088,2.482
0.015,0.614,0.544,0.602,-0.055,-2.628,2.513,-0.899,-0.97,-0.691
0.965,0.29,0.808,0.682,-0.262,-2.628,-1.039,0.42,2.332,2.264
0.583,0.738,0.02,0.514,0.725,-0.177,-1.461,1.046,1.308,1.002
0.635,0.436,0.838,0.566,-0.866,0.208,-0.138,-0.483,1.847,1.206
0.106,0.526,0.226,0.532,-2.028,-0.369,1.112,-0.033,-0.217,-0.137
0.905,0.272,0.187,0.099,0.245,1.751,1.878,-1.557,4.227,2.537
0.583,0.607,0.708,0.684,-0.409,-1.24,1.878,-1.282,0.494,0.505
0.935,0.79,0.479,0.027,-0.823,-0.369,-0.471,-0.072,4.784,7.173
0.952,0.866,0.203,0.363,1.599,0.723,0.339,-0.58,2.246,3.231
0.952,0.436,0.771,0.042,-0.409,-1.052,0.671,-0.072,4.561,5.214
0.492,0.806,0.889,0.147,-0.804,0.723,-0.669,1.046,3.069,3.361
0.366,0.775,0.424,0.33,0.136,0.617,-1.253,1.046,1.586,2.341
0.157,0.314,0.085,0.88,1.207,1.856,-0.471,0.003,0.384,0.2
0.783,0.984,0.37,0.016,1.599,-0.696,0.133,-1.068,4.936,6.821
0.062,0.041,0.387,0.684,-1.22,-0.177,-1.648,2.268,0.918,0.553
0.139,0.95,0.187,0.644,1.207,-2.628,1.498,0.097,-0.713,-1.025
0.192,0.607,0.186,0.134,0.058,-0.749,1.878,0.217,0.984,1.281
0.062,0.009,0.715,0.095,-0.998,1.331,-1.648,1.123,2.821,2.487
0.152,0.436,0.509,0.21,-0.581,0.8,-0.347,-0.748,1.706,1.292
0.712,0.436,0.462,0.573,0.308,0.69,0.315,1.443,1.47,1.843
0.704,0.844,0.331,0.654,0.848,1.242,-0.083,-0.161,1.32,0.678
0.672,0.637,0.123,0.33,0.596,0.723,0.775,-0.086,1.482,1.711
0.75,0.314,0.406,0.812,-0.409,1.242,1.067,0.217,1.663,1.951
0.492,0.614,0.385,0.947,-0.765,1.856,-1.448,-0.217,0.412,0.432
0.842,0.976,0.845,0.668,-0.765,-3,0.671,-1.282,1.184,1.532
0.424,0.101,0.281,0.325,-0.507,1.143,0.523,0.472,2.002,1.825
0.672,0.314,0.715,0.49,-3,-0.177,-0.124,-2.15,1.927,2.293
0.44,0.738,0.302,0.668,-0.507,1.056,0.775,2.027,0.816,0.927
0.396,0.101,0.875,0.455,-0.409,0.208,-1.336,-0.628,2.387,2.696
0.712,0.514,0.514,0.991,-1.266,-0.852,-0.347,-1.068,0.892,0.854
0.093,0.738,0.147,0.373,0.401,0.617,1.373,-0.748,0.032,0.032
0.456,0.548,0.808,0.844,0.136,0.109,-0.083,0.003,0.962,1.4
0.712,0.637,0.518,0.476,1.207,0.398,-0.404,0.729,1.931,1.134
0.952,0.009,0.67,0.312,-0.409,-0.177,0.614,-0.263,3.078,3.176
0.75,0.101,0.11,0.941,0.772,0.174,-0.616,-0.229,1.346,0.758
0.556,0.425,0.974,0.26,-2.028,0.398,0.133,0.335,2.671,1.688
0.974,0.738,0.754,0.158,1.04,-0.369,0.919,0.813,3.254,1.761
0.371,0.844,0.979,0.888,-0.409,-2.628,1.878,1.257,0.02,0.018
0.157,0.06,0.103,0.174,-0.78,-0.437,0.204,-0.483,1.7,1.031
0.635,0.984,0.715,0.828,0.725,-0.369,0.133,0.217,0.806,0.605
0.712,0.069,0.364,0.999,-0.055,-0.925,-0.347,2.268,1.199,0.649
0.44,0.826,0.979,0.333,-0.18,-0.437,0.523,-0.161,1.764,2.322
0.44,0.826,0.203,0.627,-0.409,0.208,0.566,0.66,0.265,0.168
0.332,0.355,0.715,0.996,-0.889,0.398,0.919,-0.748,0.298,0.225
0.672,0.866,0.074,0.014,1.329,1.242,-0.083,0.813,5.053,4.316
0.289,0.79,0.853,0.589,1.391,-1.052,1.498,-0.778,0.625,0.643
0.459,0.562,0.708,0.985,0.259,-0.437,-0.369,-0.748,0.683,0.929
0.276,0.314,0.883,0.577,-1.508,-2.628,0.775,0.335,0.786,0.81
0.844,0.826,0.07,0.044,-0.958,0.97,-0.392,0.003,3.905,2.632
0.712,0.244,0.074,0.223,-0.18,-1.24,1.067,1.046,1.884,1.693
0.003,0.826,0.486,0.074,0.076,0.617,1.747,-1.282,1.541,1.044
0.712,0.79,0.401,0.82,-0.601,-0.852,-2.435,-0.394,1.433,1.479
0.712,0.637,0.053,0.707,-0.055,1.856,0.983,-1.282,1.436,1.373
0.365,0.314,0.31,0.476,-0.641,-0.369,0.614,0.988,0.732,0.961
0.712,0.866,0.544,0.395,-0.409,-0.177,-0.778,0.097,1.826,1.27
0.556,0.548,0.67,0.471,-0.765,-1.24,-0.537,-2.691,1.528,1.604
0.974,0.244,0.497,0.807,1.66,-2.628,0.133,-0.036,1.799,2.452
0.289,0.314,0.074,0.99,-0.115,1.856,0.737,0.335,0.509,0.762
0.538,0.041,0.845,0.661,0.58,-0.369,-0.347,-1.557,1.989,2.571
0.952,0.844,0.969,0.016,-3,1.856,0.133,-0.768,6.313,6.709
0.383,0.562,0.281,0.536,0.596,-0.177,-1.448,-0.229,1.079,0.88
0.117,0.775,0.568,0.224,0.308,0.174,0.301,-0.229,1.081,1.149
0.371,0.436,0.226,0.348,0.076,-0.696,0.4,-2.691,0.944,0.959
0.069,0.069,0.226,0.027,-0.055,-0.177,0.671,-0.597,3.307,4.742
0.192,0.314,0.645,0.174,1.329,-2.628,0.133,-1.448,1.923,2.433
0.762,0.71,0.771,0.823,-2.028,0.617,1.747,0.097,0.956,1.038
0.672,0,0.471,0.158,0.136,-0.925,-0.515,0.003,3.373,3.966
0.034,0.163,0.172,0.541,0.076,-1.24,-0.805,-0.217,0.422,0.267
0.86,0.526,0.074,0.811,-0.18,-0.177,-0.872,-0.217,1.325,1.777
0.712,0.101,0.172,0.06,-0.409,1.056,-0.404,0.572,3.972,5.077
0.235,0.314,0.406,0.895,-0.224,1.331,-0.921,1.443,0.233,0.332
0.209,0.101,0.187,0.317,1.391,-1.087,-0.392,0.572,1.539,2.309
0.79,0.71,0.544,0.187,-1.22,0.208,0.737,1.795,2.391,1.728
0.44,0.355,0.349,0.429,-0.18,-0.925,0.4,0.938,0.973,1.348
0.844,0.009,0.226,0.49,0.259,-0.696,0.775,0.003,1.93,2.234
0.85,0.163,0.331,0.333,-0.507,-0.177,-0.778,1.257,2.592,1.538
0.79,0.06,0.165,0.147,1.391,-0.369,1.112,-0.291,3.071,3.698
0.093,0.935,0.493,0.253,0.136,-0.369,1.112,0.729,0.453,0.337
0.672,0.436,0.771,0.074,0.349,-0.177,0.023,-0.899,3.76,2.601
0.876,0.726,0.808,0.715,-0.889,0.69,0.775,-0.412,1.664,1.747
0.974,0.355,0.043,0.794,-1.508,0.398,-0.083,-0.394,1.503,0.975
0.901,0.984,0.226,0.872,-1.22,0.208,0.204,-0.161,0.822,0.875
0.359,0.163,0.273,0.191,0.259,0.208,-1.19,-0.628,2.367,2.543
0.571,0.355,0.771,0.665,1.66,0.208,-0.471,0.097,1.956,1.885
0.44,0.967,0.281,0.324,0.058,-1.087,-0.921,0.335,1.205,1.484
0.672,0.637,0.94,0.644,-1.22,-2.628,-0.108,-0.086,1.538,1.365
0.492,0.009,0.495,0.941,-0.11,-0.177,-1.19,-0.394,1.461,1.835
0.276,0.935,0.387,0.577,0.908,-0.369,0.339,0.66,0.287,0.211
0.661,0.637,0.486,0.333,0.002,-1.052,-0.805,0.42,1.898,1.235
0.003,0.866,0.226,0.353,0.259,-1.24,-0.138,0.988,0.084,0.07
0.069,0.272,0.053,0.345,-0.66,-1.087,-0.921,2.027,0.84,1.089
0.952,0.738,0.331,0.654,0.596,0.398,-0.108,-0.291,1.509,1.529
0.712,0.436,0.387,0.745,-0.958,-1.132,-0.083,-0.748,1.012,1.275
0.44,0.935,0.497,0.33,1.04,-0.177,0.204,-1.748,1.334,0.931
0.86,0.562,0.424,0.105,-0.823,0.208,-0.196,0.777,3.359,3.522
0.309,0.163,0.252,0.792,-0.581,0.208,1.498,-0.161,0.036,0.03
0.069,0.637,0.808,0.333,1.391,-0.369,-0.471,1.178,1.464,2.052
0.034,0.738,0.364,0.566,-2.028,0.174,0.093,0.572,-0.106,-0.084
0.844,0.637,0.373,0.887,-0.18,0.8,-0.196,-1.127,1.241,1.21
0.661,0.637,0.754,0.566,-0.507,-0.696,-0.471,0.313,1.635,2.063
